		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-08	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-08-25	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-08	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
venturi scrubber		-	-	-	-	24	39	15	24	23	-	-	-	-	-	-	-	24	21	7	7	-	-	9	39	31	29	29	14	12	12	53	48	-	48	-	-	36	28
venturi scrubber new zealand		-	-	-	-	1	1	1	1	2	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	3	2	3	3	3
wet electrostatic precipitator		-	-	-	-	23	31	32	24	13	16	11	10	10	20	-	28	-	35	39	-	46	40	-	47	32	-	18	19	25	23	14	23	35	37	47	-	-	49
wet esp		-	-	-	-	29	35	21	19	13	17	13	15	16	17	18	19	28	28	32	36	42	46	41	49	43	43	39	43	45	29	68	51	46	45	59	-	60	66
wood pellet conveying		-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
air pollution control		83	-	-	-	-	-	-	-	-	-	52	58	64	49	57	57	89	38	26	34	31	34	24	22	24	20	17	19	24	16	20	20	17	23	19	44	18	47
baghouse dust collector		4	5	8	12	8	11	7	3	5	6	4	3	2	3	4	3	97	2	1	1	2	2	2	3	2	2	2	3	3	3	2	7	3	2	3	3	2	3
carbon filters		11	8	30	28	16	39	35	26	26	22	18	21	23	20	17	12	23	23	25	25	26	29	28	29	43	24	27	29	33	45	-	23	41	52	45	29	39	23
cartridge dust collector		5	5	4	3	5	8	8	5	5	5	6	4	4	6	3	3	-	3	2	3	3	3	3	5	5	7	4	4	5	3	2	2	1	6	2	6	-	6
cyclone dust collector nz		16	9	12	13	12	19	14	7	6	7	4	5	4	5	6	6	7	7	7	7	8	7	6	6	8	8	11	9	10	12	13	14	13	12	12	13	13	13
dust collector		33	29	23	23	10	31	33	33	39	22	17	28	27	19	20	49	52	51	13	12	-	21	20	26	29	20	32	38	34	40	45	43	45	40	36	36	32	38
dust extraction system		13	12	15	9	7	24	9	8	13	11	10	9	12	13	11	12	10	10	7	7	8	11	6	6	6	6	10	12	11	9	10	9	8	9	7	9	10	9
electrostatic precipitator nz		1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	1	1	2	2	2	2
extraction fans nz		31	45	98	52	52	56	56	53	44	61	56	55	58	50	46	44	52	47	47	48	51	46	50	41	45	63	58	65	62	64	39	42	65	68	59	73	61	65
extraction system design		16	45	17	71	17	21	17	15	17	26	19	30	15	15	25	19	17	14	17	11	10	9	10	6	5	5	11	5	5	6	6	3	6	3	17	5	5	3
pneumatic conveying		10	9	16	17	23	33	9	7	3	3	4	4	4	3	4	4	3	4	4	3	3	4	3	3	3	4	4	4	4	4	4	4	2	2	16	2	2	3
wet scrubber		9	9	11	12	12	12	11	10	10	20	11	14	14	11	11	9	10	9	8	10	6	7	6	6	9	9	7	5	6	5	5	4	3	3	3	6	5	6
