		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-24	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-17	2024-08-16	2024-09-20	2024-10-18	2024-11-14
asbestos removal lyndhurst		5	5	5	4	5	4	5	4	2	4	5	6	4	3	7	5	4	4	1	5	3	4	6	1	9	7	1	1	1	1	2	7	7	4	4	6	1
asbestos removal macleod		1	1	2	1	1	1	1	1	4	1	3	4	5	5	5	5	6	6	1	4	4	7	7	6	7	9	6	8	8	7	5	6	6	6	7	7	4
asbestos removal maidstone		1	18	14	18	12	1	12	8	4	20	11	3	3	3	3	1	1	1	1	1	1	1	2	3	1	1	1	2	3	1	1	2	3	3	3	1	1
asbestos removal maribyrnong		1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removal mckinnon		3	6	5	5	1	6	5	2	1	3	4	4	3	3	5	3	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removal melbourne eastern suburbs		1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removal melbourne northern suburbs		1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removal mentone		7	7	5	6	5	7	6	5	4	4	6	5	9	4	4	5	5	5	4	5	6	5	6	7	5	4	1	1	4	3	1	4	1	3	1	1	1
asbestos removal menzies creek		2	4	4	3	4	4	3	3	3	2	3	1	4	4	4	5	4	2	5	3	2	4	3	2	3	3	2	2	4	2	1	1	1	2	5	3	3
asbestos removal merricks		1	3	5	3	2	3	3	3	2	3	3	5	2	5	6	5	2	1	4	3	1	1	2	1	3	2	2	2	2	1	1	2	3	3	5	3	2
asbestos removal middle park		5	5	4	6	4	3	3	9	6	6	3	4	5	5	3	2	5	5	6	5	2	3	3	2	2	3	1	3	3	2	1	1	1	1	1	1	1
asbestos removal mill park		6	7	5	5	9	9	11	7	8	5	4	4	9	5	4	3	2	2	1	2	1	1	1	2	3	4	2	2	3	2	2	2	2	2	3	2	2
asbestos removal mitcham		2	3	3	3	5	5	5	4	7	15	2	3	3	8	7	7	7	6	5	8	8	10	12	12	6	3	4	5	5	5	5	3	3	4	4	3	3
asbestos removal monbulk		1	1	1	1	1	1	1	1	1	1	1	1	5	5	6	6	5	4	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1
asbestos removal mont albert		5	7	3	3	7	4	6	5	3	4	4	4	2	2	5	5	5	1	1	1	1	2	7	7	6	4	7	4	3	4	2	5	4	4	4	2	4
asbestos removal montmorency		3	2	2	2	2	2	2	1	1	1	2	2	4	3	3	3	6	6	5	4	2	2	2	3	3	2	2	2	1	1	1	1	1	2	1	2	2
asbestos removal montrose		4	5	5	5	4	4	3	4	3	3	3	2	3	3	3	4	3	3	3	7	5	5	6	8	7	6	6	7	6	5	3	2	3	5	4	3	3
asbestos removal moonee ponds		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1
asbestos removal moorabbin		1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	3	3	5	4	3	2	2	2	1	1	2	1	1	1	1	1
asbestos removal mooroolbark		1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	2	1	3	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1
asbestos removal mornington		2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	4
asbestos removal mornington peninsula		2	2	2	2	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	3	2
asbestos removal mount eliza		1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1
asbestos removal mount evelyn		1	2	3	3	2	3	4	3	5	3	3	3	4	8	6	6	5	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	1	1
asbestos removal mount martha		1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1
asbestos removal mount waverley		3	3	2	2	3	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	1	3	3	2	2	2	2	1	1	1	1	1	2	3	2	2
asbestos removal mulgrave		2	5	5	6	4	7	7	7	5	6	8	8	8	6	4	5	4	5	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	2	1
asbestos removal nar nar goon		6	6	4	5	5	3	5	5	6	5	5	5	3	3	4	5	4	1	3	3	3	1	5	3	2	1	3	1	1	1	1	2	1	1	1	1	1
asbestos removal narre warren		4	5	4	4	2	4	6	6	4	5	5	5	6	6	8	6	3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
asbestos removal newmarket		1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removal newport		2	2	2	2	1	1	2	2	2	56	1	1	1	1	2	1	1	1	1	1	2	1	3	2	1	1	1	1	1	1	3	1	1	1	1	1	1
asbestos removal noble park		1	1	2	3	2	4	2	3	4	2	2	8	9	9	11	5	4	8	1	1	1	4	7	4	4	1	5	5	1	1	1	4	5	7	7	2	2
asbestos removal north melbourne		1	1	1	1	1	1	3	3	3	1	3	3	3	4	2	2	1	2	1	1	1	1	2	1	2	2	2	2	1	1	2	1	1	1	1	1	1
asbestos removal northcote		2	2	2	2	2	2	3	3	3	3	3	3	3	3	5	4	3	2	3	3	3	3	4	3	3	3	2	3	3	2	2	3	2	2	1	2	2
asbestos removal notting hill		4	3	4	4	6	5	5	1	1	1	6	3	4	4	3	1	1	1	1	1	1	1	2	2	2	4	4	4	3	2	5	4	3	2	2	2	3
asbestos removal oak park		4	5	3	3	5	6	8	3	7	4	3	1	2	2	3	2	1	3	3	4	2	2	2	1	1	1	1	2	1	1	1	1	1	3	5	1	2
asbestos removal ormond		6	5	5	3	3	6	5	5	4	5	5	5	5	6	8	7	5	4	1	2	2	2	1	1	1	1	2	3	4	1	3	3	3	5	5	6	6
asbestos removal pakenham		1	3	3	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removal parkdale		3	6	5	6	4	7	7	6	8	4	4	2	4	3	2	2	3	2	2	2	2	4	5	5	6	5	5	5	5	3	3	4	1	2	3	4	4
asbestos removal parkville		1	5	5	6	2	7	7	4	2	8	10	9	6	5	6	5	4	6	4	6	6	9	7	7	7	9	5	1	1	7	6	5	6	6	7	5	5
asbestos removal pascoe vale		1	2	2	4	5	5	4	3	2	1	1	1	2	2	2	2	2	1	1	3	2	1	2	3	3	1	1	2	1	1	1	1	2	1	2	2	1
asbestos removal patterson lakes		4	8	7	7	3	6	6	6	5	6	6	5	5	4	5	6	6	6	3	4	4	6	1	1	1	1	1	4	1	3	1	1	1	1	1	1	1
asbestos removal point leo		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removal port melbourne		1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	3	2	1	2	2
asbestos removal portsea		1	2	4	3	2	2	2	2	2	2	5	5	4	3	5	5	3	3	2	2	4	2	3	4	4	3	4	4	3	3	3	3	2	2	3	2	2
asbestos removal prahran		3	3	4	1	1	1	1	1	1	1	4	1	2	3	2	4	5	4	4	3	3	4	3	4	5	1	2	3	4	1	2	1	1	1	1	1	1
asbestos removal preston		1	2	2	2	1	2	2	2	3	24	3	3	4	4	4	5	3	3	2	3	3	3	4	3	2	2	2	2	3	3	1	1	1	1	2	3	2
asbestos removal red hill		3	4	3	4	2	3	7	7	6	4	3	3	6	5	4	5	4	3	5	2	6	7	15	13	6	5	6	5	6	7	6	5	7	5	35	3	3
asbestos removal reservoir		2	2	3	2	2	2	2	3	3	6	5	5	3	4	4	3	2	2	3	3	2	-	2	2	3	2	1	1	1	2	2	1	1	1	2	2	2
asbestos removal ringwood		2	3	3	3	3	3	3	4	4	5	3	3	3	3	3	2	2	2	2	3	4	3	3	3	2	4	4	4	4	3	4	3	3	3	3	3	3
asbestos removal rosanna		4	2	2	1	1	1	4	2	2	4	3	3	3	2	3	5	5	5	3	6	3	4	5	4	5	6	3	4	3	2	2	2	2	3	3	3	3
asbestos removal rosebud		3	7	8	5	5	4	7	7	6	4	8	8	8	8	7	7	6	7	5	8	9	9	8	10	9	6	6	6	6	5	5	4	4	4	5	6	5
asbestos removal rowville		1	1	2	1	5	4	3	1	3	4	4	1	1	1	4	4	3	1	1	3	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removal roxburgh park		4	7	2	5	6	4	4	2	5	5	6	5	7	7	8	7	7	6	4	4	3	2	7	6	4	1	1	1	3	1	1	1	1	1	1	1	1
asbestos removal rye		5	5	5	6	4	2	4	4	4	8	5	5	4	4	4	4	4	4	3	4	3	3	4	3	3	4	2	3	2	2	3	3	3	2	2	2	3
asbestos removal sandringham		2	8	5	6	5	3	5	5	3	3	2	2	3	4	3	4	5	4	2	3	4	4	4	4	4	6	3	3	3	3	2	4	2	2	2	3	2
asbestos removal sassafras		3	7	6	4	1	3	4	2	5	5	5	5	3	3	4	3	3	3	2	4	1	2	3	3	3	3	5	5	4	4	4	2	3	5	4	3	4
asbestos removal scoresby		2	2	2	3	3	4	4	3	5	3	4	4	3	3	3	4	5	2	2	4	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removal seaford		5	5	4	5	6	5	8	6	7	5	7	4	3	6	4	4	4	3	3	3	2	3	3	6	5	5	6	6	1	3	2	2	2	2	2	3	3
asbestos removal selby		13	6	12	8	11	17	15	5	3	2	2	2	1	2	1	1	1	7	9	2	3	7	8	10	1	1	2	2	2	3	3	2	1	2	2	1	1
asbestos removal seville		3	5	5	5	5	4	5	5	4	4	3	4	4	3	5	5	5	5	4	4	4	1	1	2	4	4	3	4	4	6	1	2	4	6	7	3	4
asbestos removal skye		2	6	10	10	5	5	7	8	1	2	1	1	9	11	7	4	7	6	5	8	3	1	7	8	7	1	5	6	7	4	5	1	3	4	1	1	1
asbestos removal somerton		5	5	5	4	3	5	5	5	5	3	6	6	6	5	4	4	5	6	6	6	4	6	7	7	7	1	1	1	1	1	6	1	6	1	1	1	1
asbestos removal somerville		6	3	3	2	1	2	2	2	2	2	3	3	2	2	6	6	2	3	3	3	4	4	5	5	1	3	2	2	1	1	4	3	3	3	6	3	3
asbestos removal south melbourne		4	3	5	4	10	9	9	15	13	6	16	18	11	11	10	6	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1
asbestos removal south yarra		2	2	3	3	2	2	3	2	1	4	3	4	3	3	3	2	2	4	4	5	5	4	9	6	6	2	3	4	3	1	2	3	2	2	2	2	2
asbestos removal southbank		4	6	8	8	7	2	3	7	1	9	8	1	1	2	6	7	6	5	3	6	3	4	5	1	1	1	3	2	2	1	1	1	4	3	5	3	1
asbestos removal spotswood		1	1	1	1	1	1	2	2	2	3	1	4	5	5	5	4	2	2	1	4	2	1	1	6	5	3	4	4	4	3	3	1	1	1	1	1	1
asbestos removal st andrews		4	7	4	5	5	6	7	9	8	4	3	2	6	5	3	4	1	6	5	4	2	3	5	3	2	2	2	3	3	3	1	3	2	2	3	1	1
asbestos removal st helena		6	6	5	4	4	5	5	6	4	3	4	4	10	4	4	4	3	4	4	3	2	2	4	5	4	2	3	5	7	6	5	4	6	4	6	6	6
asbestos removal st kilda		8	7	9	8	5	6	8	5	5	5	6	6	7	6	8	9	5	7	4	3	3	6	6	7	6	5	5	4	3	2	2	3	2	2	2	2	1
asbestos removal sunbury		1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1	1	1	2	1
asbestos removal sunshine		4	2	3	1	1	1	2	2	1	3	3	3	3	3	3	3	7	6	1	14	14	22	34	62	10	16	7	2	3	3	4	4	4	4	4	3	2
asbestos removal surrey hills		1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	4	7	7	6	1	7	1	7	1	7	3	1	1	1	1	1
asbestos removal sydenham		9	9	10	8	7	8	4	8	6	4	4	4	3	3	2	4	7	5	4	6	6	6	9	8	3	2	2	8	7	4	6	12	12	5	4	1	1
asbestos removal taylors lakes		5	9	9	9	9	6	6	6	6	7	8	5	2	6	7	8	7	1	4	4	5	6	1	7	7	8	1	6	1	6	3	1	1	3	6	4	4
asbestos removal tecoma		3	4	4	4	1	2	1	2	1	2	2	4	3	3	4	3	2	2	1	3	3	4	4	3	5	5	5	4	4	7	3	2	3	5	6	4	3
asbestos removal the basin		2	2	3	3	1	2	1	1	1	3	2	1	3	3	3	3	4	4	1	5	2	3	3	2	4	3	3	2	1	1	2	1	1	2	2	2	-
asbestos removal thomastown		2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1
asbestos removal thornbury		1	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2
asbestos removal tootgarook		5	3	3	4	4	4	5	6	6	6	5	3	4	4	3	3	3	3	5	4	4	5	6	7	6	4	4	4	5	4	4	4	3	5	5	6	6
asbestos removal tullamarine		4	6	8	6	7	6	7	8	10	8	5	4	7	9	6	7	6	4	3	3	4	5	5	6	6	7	5	1	3	3	3	2	3	3	3	3	2
asbestos removal tynong		7	4	5	4	3	3	1	3	4	4	4	4	4	4	4	4	4	4	3	1	2	1	1	1	1	1	4	1	1	1	1	2	4	4	1	1	1
asbestos removal upwey		2	4	4	3	3	3	2	1	3	1	1	1	1	3	3	3	2	2	1	3	2	4	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1
asbestos removal viewbank		4	4	5	5	1	3	4	2	2	1	2	2	3	3	3	3	2	1	1	2	1	2	4	4	6	7	6	6	4	4	3	2	2	4	6	5	4
asbestos removal warburton		1	1	1	1	1	1	3	3	3	8	2	3	6	5	5	4	4	4	4	4	4	3	4	3	2	2	1	1	1	1	1	2	3	2	1	1	1
asbestos removal warrandyte		1	6	5	5	5	7	7	8	7	5	6	4	5	5	4	4	2	2	1	2	5	5	8	5	5	1	3	1	1	1	1	5	7	2	2	1	1
asbestos removal werribee		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removal west melbourne		1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removal western suburbs melbourne		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removal wheelers hill		1	1	1	1	1	1	1	1	1	3	3	3	4	4	4	2	1	1	1	1	2	1	2	4	2	2	1	1	1	2	1	1	2	2	2	1	2
asbestos removal whittlesea		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removal williamstown		1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	3	2	2	1	1
asbestos removal windsor		7	4	4	5	4	4	4	2	2	1	2	1	1	1	2	1	4	2	2	2	4	4	7	14	7	7	4	3	4	3	16	27	3	2	5	5	25
asbestos removal wonga park		5	5	4	6	5	4	5	5	5	4	4	4	5	8	6	5	5	3	6	6	6	7	7	6	1	5	3	1	1	3	3	3	1	1	1	3	1
asbestos removal wyndham vale		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
asbestos removal yallambie		1	4	3	2	3	2	2	4	3	3	5	4	4	4	4	4	5	1	1	2	2	3	3	3	3	1	1	1	5	1	1	2	2	2	2	1	1
asbestos removalist collingwood		2	6	7	7	6	4	4	6	4	8	7	5	6	5	6	4	3	3	3	5	5	9	8	10	4	4	5	4	3	3	3	2	2	2	2	4	2
asbestos removalist dingley village		8	11	7	10	3	6	8	5	7	8	12	13	6	7	8	8	8	7	3	5	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removalist east melbourne		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1
asbestos removalist epping		2	2	1	8	8	8	10	7	10	9	5	6	5	4	4	5	4	3	1	3	3	2	3	6	4	8	7	1	5	3	3	4	5	3	2	3	1
asbestos removalist ferntree gully		4	5	5	4	3	4	4	4	5	7	3	5	4	5	4	4	2	3	2	4	2	2	2	2	1	2	2	2	1	2	1	1	1	2	4	4	4
asbestos removalist glen huntly		1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removalist greenvale		1	4	2	3	3	3	3	5	9	9	7	7	6	7	8	6	7	7	3	3	4	1	6	4	3	2	3	1	1	2	1	2	2	3	4	1	2
asbestos removalist hallam		4	5	7	6	2	6	3	3	4	4	4	5	6	7	6	6	7	7	5	5	5	4	3	4	3	4	4	1	1	4	3	1	1	6	1	4	1
asbestos removalist hughesdale		4	4	3	4	2	3	4	3	2	7	6	6	5	3	1	1	1	1	1	1	1	1	4	3	2	1	4	5	4	3	5	3	1	4	4	3	2
asbestos removalist huntingdale		7	7	5	3	4	4	4	5	6	5	7	6	6	4	4	4	4	3	2	3	3	6	5	6	4	5	5	5	2	1	2	1	2	2	4	3	4
asbestos removalist lysterfield		2	4	5	3	4	4	4	4	3	3	2	3	3	3	4	5	5	4	3	4	3	3	3	3	1	5	3	3	4	4	3	2	4	4	8	4	3
asbestos removalist melton		1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removalist mount dandenong		1	2	3	4	1	2	3	3	3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4
asbestos removalist murrumbeena		8	8	7	7	2	5	5	4	8	10	8	6	6	4	5	4	5	7	5	4	3	8	6	6	7	7	7	6	5	5	5	5	5	9	8	8	5
asbestos removalist oakleigh		6	8	6	5	3	4	4	3	5	5	4	5	5	5	3	4	3	2	1	2	2	2	2	3	4	2	2	2	2	2	3	3	2	2	2	2	2
asbestos removalist south morang		4	4	3	4	5	3	6	6	8	7	6	6	4	4	5	5	5	5	4	4	3	1	6	1	1	1	1	1	2	1	1	1	1	1	1	3	1
asbestos removalist springvale		8	9	8	9	6	8	9	11	23	16	9	8	9	8	15	13	9	7	4	9	4	8	12	12	8	12	13	9	6	8	7	6	8	8	10	6	6
asbestos removalist templestowe		1	3	6	5	1	3	1	1	1	1	3	4	2	3	1	1	1	1	1	2	2	4	4	2	5	6	4	4	3	2	2	1	2	6	7	3	1
asbestos removalist toorak		3	2	5	3	2	3	1	2	2	1	1	1	1	3	3	3	1	2	5	6	4	5	9	8	7	4	3	4	4	3	3	2	2	2	1	2	1
asbestos removalist wantirna		5	9	7	6	5	6	6	5	7	10	5	5	5	6	6	5	5	4	3	4	7	5	6	5	4	3	2	3	4	2	2	3	2	2	2	2	2
asbestos removalist watsonia		2	5	6	6	3	6	6	6	5	5	6	6	5	5	5	6	3	3	1	3	3	2	3	5	4	5	5	5	4	5	3	2	4	6	7	7	7
asbestos testing abbotsford		1	2	5	2	1	1	4	7	1	2	2	4	3	4	3	3	1	4	3	3	3	5	6	7	2	2	2	2	1	1	1	4	6	2	7	2	1
asbestos testing bayswater		1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	2	2	2	-	2	2	2	3	3	5	3	2	2	2	2	2	2	2	5
asbestos testing beaconsfield		6	5	5	4	4	4	4	4	3	2	4	6	2	1	2	4	2	5	3	2	2	3	5	4	3	3	3	3	4	2	2	4	4	4	3	4	4
asbestos testing box hill		1	1	1	2	1	2	1	3	2	1	2	5	4	4	5	3	3	1	2	3	3	5	6	5	5	3	2	2	3	2	1	1	1	1	1	1	3
asbestos testing brighton		3	1	3	3	1	1	1	1	3	3	4	1	3	1	2	2	1	2	2	3	1	2	4	8	3	2	2	2	1	1	3	3	1	1	3	2	3
asbestos testing brooklyn		11	14	11	16	14	16	15	17	12	11	14	12	13	16	12	11	9	6	10	28	8	7	14	15	10	11	8	9	10	6	16	6	6	6	5	9	9
asbestos testing canterbury		2	3	2	3	3	1	4	5	5	3	3	5	3	3	3	5	5	3	2	3	5	6	8	8	6	2	1	3	5	4	4	2	1	1	3	1	1
asbestos testing croydon		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	3	3
asbestos testing dallas		20	20	22	28	16	24	19	13	18	16	17	16	15	23	29	28	31	28	45	37	19	18	17	21	27	27	37	18	-	17	17	33	21	15	20	25	31
asbestos testing fairfield		5	2	1	2	2	1	1	2	2	2	4	4	2	4	2	3	1	1	1	1	2	2	2	2	1	2	2	1	1	29	3	2	1	1	1	1	1
asbestos testing ferntree gully		2	2	2	2	2	2	3	3	3	3	3	3	4	4	4	4	3	3	2	3	4	1	3	3	3	2	2	2	2	1	1	1	1	3	6	6	6
asbestos testing geelong		2	3	3	4	3	2	2	2	3	3	3	3	4	4	3	4	4	4	4	4	4	4	4	5	5	6	4	4	6	4	5	3	4	5	6	4	6
asbestos testing newmarket		4	5	2	2	3	3	3	4	3	34	2	2	2	2	3	5	5	5	3	2	-	3	2	1	5	7	6	5	6	6	7	5	5	12	7	7	4
asbestos testing oakleigh		3	3	4	4	3	3	4	3	4	4	4	4	4	3	3	2	2	2	2	3	2	2	2	2	2	2	2	2	3	3	3	4	3	2	4	5	4
asbestos testing vermont		12	25	17	17	15	15	18	14	8	13	13	11	21	10	9	6	6	5	3	6	11	6	14	9	9	11	7	5	4	5	3	5	2	8	4	5	6
asbestos testing windsor		5	4	1	4	2	3	3	1	3	3	2	1	1	1	2	2	3	3	3	3	5	7	27	29	13	3	4	3	3	3	9	12	-	8	2	3	2
asbestos removal bentleigh		3	3	2	2	2	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removal brunswick		1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	1	4	4	2	2	2	2	2	2	1	1	1	1	2	2	2
asbestos removal essendon		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removal frankston		1	2	1	-	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2
asbestos removal ivanhoe		2	3	3	3	2	3	2	2	1	4	4	4	3	5	5	5	2	2	1	1	1	1	2	3	2	5	2	2	5	1	1	1	1	1	1	1	1
asbestos removal malvern		2	5	5	5	4	2	2	2	2	2	2	2	3	3	3	3	1	1	2	2	2	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1
asbestos removal st albans		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1
asbestos removal vermont		9	12	26	19	16	20	18	15	12	12	16	15	23	14	7	8	7	6	4	8	6	33	26	28	5	4	6	4	4	7	4	4	3	5	5	3	2
