		2022-02-18	2022-03-18	2022-04-22	2022-05-18	2022-06-01	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-13	2023-03-09	2023-04-14	2023-04-19	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-03	2023-10-26	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-02-28	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14	2024-12-02
hybrid flooring glen iris		24	36	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hybrid flooring hawthorn		-	-	-	3	34	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	2	3	5	4	5	5	5	4	4	4	3	2	3	3	3
hybrid flooring kew		-	-	-	-	12	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	2
hybrid flooring malvern		4	5	3	3	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	1	6
hybrid flooring prahran		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hybrid flooring richmond		-	-	-	-	-	3	4	3	2	2	1	2	2	1	2	2	4	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
hybrid flooring south yarra		-	-	-	28	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1
hybrid flooring southbank		-	-	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
hybrid flooring st kilda		30	-	29	30	10	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2
engineered timber flooring balwyn		-	-	-	-	2	2	2	2	2	2	2	1	1	1	1	-	2	2	2	2	3	2	3	2	3	3	3	3	3	3	5	4	3	5	5	2	3	3
engineered timber flooring brighton		17	14	21	-	3	3	3	3	3	3	3	3	2	1	2	1	2	2	3	4	3	2	4	6	8	6	6	8	10	6	11	10	9	6	4	6	4	4
engineered timber flooring camberwell		-	-	-	-	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2
engineered timber flooring canterbury		-	27	-	-	2	2	4	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	2	4	3	3	2	1	4	5
engineered timber flooring caulfield		-	-	-	-	4	3	3	3	3	3	3	2	2	1	2	2	2	1	2	1	3	2	2	2	2	2	2	2	3	3	4	5	4	4	2	2	2	2
engineered timber flooring glen iris		-	-	-	3	4	2	2	2	1	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
engineered timber flooring hawthorn		-	-	-	-	2	2	2	2	2	2	2	1	1	1	2	2	3	2	3	3	3	4	4	5	4	5	5	5	4	5	5	6	4	5	3	1	3	3
engineered timber flooring kew		-	-	-	-	4	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	4	2	2
engineered timber flooring malvern		15	14	10	25	14	4	5	4	2	4	2	1	1	1	1	1	2	2	3	2	3	2	3	4	4	3	2	3	2	3	3	4	5	3	1	2	2	2
engineered timber flooring prahran		4	2	2	2	2	2	1	1	1	1	1	1	1	1	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
engineered timber flooring richmond		-	-	-	-	-	7	4	4	4	4	4	2	2	2	2	2	2	2	6	5	6	8	7	9	10	8	7	7	10	12	10	10	11	12	8	8	8	8
engineered timber flooring south yarra		-	-	-	-	25	3	4	3	2	2	2	2	2	3	3	3	3	3	4	4	4	5	5	5	5	5	5	6	5	6	6	5	4	2	3	3	5	5
engineered timber flooring southbank		-	-	-	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	1	1	1
engineered timber flooring st kilda		-	-	-	-	5	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	3	2	3	3	3	3	3	3	3	3	5	2	2	2	1	1	1
carpet flooring balwyn		-	-	-	-	7	5	5	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	1	3	3	4
carpet flooring brighton		-	-	-	-	6	6	6	6	5	3	4	3	5	3	3	3	3	3	3	3	4	7	5	6	6	6	5	5	5	5	12	10	13	7	6	3	4	5
carpet flooring camberwell		-	-	-	-	10	9	9	8	6	6	7	7	7	7	8	6	5	5	7	7	8	8	9	9	10	8	8	8	8	8	9	10	8	9	7	6	6	7
carpet flooring canterbury		-	-	-	-	4	5	73	18	11	1	1	1	2	3	2	2	3	2	4	2	6	5	4	4	9	5	3	3	3	3	9	6	4	5	2	1	6	4
carpet flooring caulfield		-	-	-	4	4	4	4	3	3	3	2	2	2	2	2	1	2	2	2	3	1	2	1	2	2	1	1	1	1	1	1	3	2	3	3	3	3	3
carpet flooring glen iris		-	-	-	2	3	2	2	1	1	3	3	3	2	3	3	4	3	4	3	2	3	3	3	3	2	2	3	3	2	3	3	3	2	1	1	2	4	4
carpet flooring hawthorn		-	-	-	12	9	9	9	7	8	7	6	6	6	6	6	6	5	5	6	6	7	8	8	9	8	8	7	7	7	8	8	7	7	7	11	9	5	5
carpet flooring kew		-	-	-	-	6	7	6	5	2	2	2	5	2	4	5	5	4	3	4	3	2	3	3	4	4	5	4	4	4	4	4	4	4	5	4	6	5	5
carpet flooring malvern		68	49	45	35	29	3	20	3	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	2	2	3	2	3	3	3	3	2	2	2	2	2
carpet flooring prahran		4	5	3	5	3	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
carpet flooring richmond		-	-	-	-	-	10	8	8	5	4	6	7	5	4	5	5	5	5	4	3	6	6	7	5	4	4	5	4	4	4	4	5	4	7	5	5	5	7
carpet flooring south yarra		-	-	-	4	20	3	4	4	1	1	2	1	2	2	4	3	3	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1
carpet flooring southbank		-	-	-	4	13	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2
carpet flooring st kilda		-	-	-	-	38	1	2	2	2	2	4	4	2	2	1	2	4	3	3	2	4	4	4	4	4	2	2	2	2	2	4	2	2	2	3	4	4	4
vinyl flooring melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	83	97	20	48	43	40	44	47	39	52	52	54	46	52	51	51	58	54	41	42	37	35	44
parquet flooring melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	36	36	13	16	13	11	13	9	10	10	7	8	11	10	10	11	24	25	28	9	11	13	11
commercial flooring melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	72	94	10	11	32	17	16	14	15	-	-	-	-	-	-	-	-	38	34	39	39	40	36
flooring blackburn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	12	10	10	9	6	6	8	6	5	7	9	6	7	7
flooring doncaster		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	9	8	9	10	13	8	14	12	11	9	5	4	6	6
flooring templestowe		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	6	6	6	6	7	4	2	2	2	2	3	2	1	1	1	1	2	2
flooring bulleen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	58	-	-	-	-	-	6	6	7	6	7	7	5	7	5	3	2	2	3	4	4
flooring brunswick		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	5	4	4	2	2	3	3	3	8	3	2	3	2	2
flooring bentleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	19	13	13	13	14	15	14	17	15	13	11	14	13	14
flooring preston		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	9	7	7	7	7	7	7	7	8	10	8	-	16	13
flooring ashburton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	52	76	-	-	-	7	4	4	3	3	3	3	3	3	2	3	2	2	2	4	3
hybrid flooring blackburn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	18	23	19	17	20	5	7	8	7	7	7	7	7	8	6	5	5	7	5	5
hybrid flooring doncaster		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	-	25	-	-	19	2	5	4	3	4	5	5	5	8	9	5	5	6	6	5
hybrid flooring templestowe		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	51	-	6	17	1	5	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hybrid flooring bulleen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	59	1	5	7	7	6	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
hybrid flooring brunswick		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	9	7	4	8	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
hybrid flooring bentleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	53	7	12	10	13	11	9	5	6	5	4	4	4	5	6	6	5	10	5	8	8	9
hybrid flooring preston		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	19	25	31	-	26	18	6	6	5	4	4	4	4	5	4	6	6	6	7	8	9
hybrid flooring ashburton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	10	20	20	19	4	3	3	3	1	3	2	2	2	2	3	3	3	2	4	4
engineered timber flooring blackburn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	44	16	-	-	-	-	11	7	9	6	6	6	6	7	7	5	6	6	3	6	4	4
engineered timber flooring doncaster		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	-	36	38	39	22	5	5	6	4	3	5	6	7	6	4	4	3	2	2	2
engineered timber flooring templestowe		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	-	14	13	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
engineered timber flooring bulleen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	-	-	-	-	5	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2
engineered timber flooring brunswick		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	10	26	-	-	-	-	15	3	5	6	6	5	6	6	7	6	7	7	5	6	3	6
engineered timber flooring bentleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	33	18	21	-	-	-	11	5	6	2	3	4	2	3	3	7	5	4	4	4	3	2
engineered timber flooring preston		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	32	26	-	27	12	8	8	6	6	6	6	8	8	8	8	5	6	6	6	6
engineered timber flooring ashburton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	3
carpet flooring blackburn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	10	10	10	10	11	11	11	35	8	8	7	8	20	21
carpet flooring doncaster		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	8	6	4	5	5	6	7	8	9	8	5	7	6	7
carpet flooring templestowe		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	57	-	3	5	4	5	3	4	3	3	3	3	3	4	4	4	3	3	3	5	5
carpet flooring bulleen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	6	5	5	6	4	4	4	7	3	5	6	5	5	4	4	4	4	4	4	4
carpet flooring brunswick		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	5	5	5	4	5	7	4	5	10	6	7	6	6	5
carpet flooring bentleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	49	46	56	68	-	52	8	9	12	12	12	12	13	14	12	14	25	17	16	16	15
carpet flooring preston		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	5	5	5	5	5	6	6	6	6	8	8	58	18	16
carpet flooring ashburton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	65	67	-	-	-	6	4	3	3	3	3	3	3	3	4	4	6	4	4	6	6
floor sanding melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	32	30	29	34	48	40	37	39	47	38	60	59
hardwood flooring melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	49	20	34	41	28	73	38	80	-	59	53	55	64	60
floor polishing melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	29	28	27	28	42	46	34	34	42	39	46	47
solid timber flooring melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	89	94	-	41	44	33	23	21	24	59	44	72	47	39	39	39
carpet flooring burwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	8	10	10	10	9	11	12	10	12	11	7	15	15
carpet flooring clayton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	7	8	8	7	7	10	12	7	7	7	10	11	9
carpet flooring glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	17	14	4	4	4	4	4	5	4	5	4	3	3	9	5
carpet flooring moorabbin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	9	8	8	8	8	8	9	10	10	6	6	6	6
carpet flooring mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	7	7	6	5	5	6	6	6	4	4	4	3	4
carpet flooring mulgrave		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	19	7	5	5	4	5	6	6	7	6	8	2	5	5
carpet flooring oakleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	8	8	8	7	7	7	7	9	6	5	4	4	4
carpet flooring toorak		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	79	18	8	8	7	6	7	9	7	14	9	8	7	8	9
engineered timber flooring burwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	2	1	2	2	4	1	4	4	3	2	2	3	5
engineered timber flooring clayton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	9	7	7	7	6	8	9	7	7	4	5	6	5
engineered timber flooring glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	10	9	4	5	5	5	4	4	5	5	3	3	3	3	4
engineered timber flooring moorabbin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	5	5	5	6	6	5	4	7	5	6	6	4	3
engineered timber flooring mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43	12	5	4	5	3	4	7	7	4	3	6	3	3	3
engineered timber flooring mulgrave		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	2	2	2	2	2	2	3	3	3	5	6	8	7
engineered timber flooring oakleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	3	3	3	4	5	5	5	6	7	12	16	33	9
engineered timber flooring toorak		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	5	6	6	8	7	10	10	7	9	5	7	4	3
floor sanding and polishing burwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	2	3	2	1	1	1	1	1	2	1	3	4	3
floor sanding and polishing clayton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	1	1	1	1	1	1	2	2	1	1	1	1	1
floor sanding and polishing glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	2	6	7	7	6	6	3	2	3	3	3	4	4
floor sanding and polishing moorabbin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	3	3	3	3	3	3	3	2	1	1	1	1	1
floor sanding and polishing mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	6	4	4	4	2	3	3	3	2	2	2	3	3
floor sanding and polishing mulgrave		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	1	1	1	1	1	1	1	1	1	1	2	1	1
floor sanding and polishing oakleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	3	3	3	4	3	2	1	2	1	1	1	1	1
floor sanding and polishing toorak		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	1	1	1	1	1	1	1	1	1	1	2	2	1
flooring burwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	9	7	7	6	10	12	11	11	14	10	13	10	20
flooring clayton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	59	15	12	12	7	10	11	11	13	11	7	11	11	12
flooring glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	9	9	9	11	9	11	10	9	9	7	7	10	7
flooring moorabbin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	63	8	9	9	10	7	9	9	9	9	4	5	10	8
flooring mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	47	9	9	9	6	6	8	10	7	7	5	3	5	6
flooring mulgrave		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	8	7	8	6	6	8	8	9	11	9	8	10	8
flooring oakleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	12	12	13	11	13	19	13	16	16	11	13	12	15
flooring toorak		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24	-	42	9	8	8	7	8	11	10	6	10	5	6	7	7
hybrid flooring burwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	4	5	5	5	4	4	4	4	4	5	4	4	4
hybrid flooring clayton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	4	3	3	3	3	4	4	5	4	4	4	3	3
hybrid flooring glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	10	4	4	4	4	4	4	5	4	6	3	4	4	4
hybrid flooring moorabbin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	5	5	5	4	4	3	3	3	4	3	3	3	3
hybrid flooring mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	2	3	3	2	2	2	4	3	3	3	2	3	3
hybrid flooring mulgrave		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	2	2	2	2	2	3	2	3	3	3	3	3	3
hybrid flooring oakleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	64	69	3	2	3	3	3	2	4	2	2	4	3	2	5	5
hybrid flooring toorak		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	-	9	3	3	3	2	2	3	5	3	4	4	4	2	2
solid timber flooring burwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	4	3	3	3	3	4	3	5	3	3	3	8	9
solid timber flooring clayton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	6	6	5	4	4	6	9	11	6	4	7	6	4
solid timber flooring glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	12	11	6	6	6	7	4	5	6	6	4	1	4	3	3
solid timber flooring moorabbin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	3	3	3	3	3	3	5	4	3	3	4	4	4
solid timber flooring mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	4	4	5	4	4	6	6	6	3	3	3	3	3
solid timber flooring mulgrave		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	3	1	1	1	1	1	2	4	4	6	5	7	6
solid timber flooring oakleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	10	10	8	7	8	9	8	8	9	9	8	11	11
solid timber flooring toorak		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	6	6	6	4	4	6	6	5	5	5	6	4	3
floor sanding and polishing balwyn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	1	2	2	1	2	1	1	1	2	2	2	1	1
floor sanding and polishing brighton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	5	5	6	6	7	5	5	5	6	4	4	4	4
