		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-12	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-13	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-05-29	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
roofing hampton		8	10	8	10	8	5	9	8	8	8	11	10	10	8	12	10	15	-	15	18	13	12	15	11	14	9	13	11	12	5	6	6	6	8	17	13	7	25
roof repairs ascot vale		4	6	6	6	6	8	6	6	5	6	8	8	10	13	10	11	12	12	13	15	12	9	13	17	16	11	9	9	10	10	6	8	11	10	19	14	12	12
roof repairs balwyn		25	22	18	16	13	8	9	9	8	11	16	12	14	14	13	13	17	11	17	11	23	21	24	27	19	13	26	26	27	20	26	25	28	31	28	20	18	19
roof repairs brighton		5	5	4	5	6	10	6	8	10	11	12	11	11	11	15	11	18	14	15	14	17	25	-	-	19	16	-	14	12	8	9	9	10	11	14	12	8	32
roof repairs caulfield		17	16	23	19	21	16	22	35	19	22	20	21	18	20	13	50	45	49	38	41	45	59	62	58	50	52	55	56	21	20	20	23	23	24	27	18	21	24
roof repairs hampton		14	18	14	15	17	12	13	13	14	14	16	16	14	14	12	12	12	12	13	14	14	15	17	15	21	17	20	22	17	19	22	24	20	18	26	20	18	34
slate roofing ascot vale		1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	2	1	2	2	2	2	2	3	3	3	3	1	2	1	2	1	1	1	1	3	2	3	3
slate roofing balwyn		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
slate roofing brighton		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	3	5	3	4	3	3	2	3	3	3	3	3	2	7	9
slate roofing caulfield		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	-	2	3	2	1	2	2	2	2	2	2	2	2	2	2	1	1
slate roofing hampton		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1
