		2021-12-16	2022-01-07	2022-02-03	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-09-25	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-14	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-10-21	2024-11-14	2024-11-21
refrigerated cooling and heating glen iris		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	19	17	2	6	1	1	1	1	1	1	1	1	1	1	1	1
refrigerated cooling and heating glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	2	2	2	1	2	2	3	3	3	2	1	2	2	1
refrigerated cooling and heating hawthorn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	6	5	6	1	1	1	2	3	4	4	3	4	2	2
refrigerated cooling and heating healesville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2
refrigerated cooling and heating kew		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	5	2	3	2	2	2	3	3	1	6	4	3	3	2	2	2
refrigerated cooling and heating kilsyth		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1
refrigerated cooling and heating knox		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1
refrigerated cooling and heating lilydale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
refrigerated cooling and heating malvern		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	7	3	3	4	5	2	4	2	2	5	11	5	3	4	3	2
refrigerated cooling and heating mont albert		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	3	3	2	2	2	2	5	2	2	2	2	2	2
refrigerated cooling and heating mooroolbark		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	2	2	2	3	3	4	3	2	3	4	4	4	2	2
refrigerated cooling and heating mount evelyn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	25	17	2	2	2	1	1	2	2	2	2	2	2	3	2	2
refrigerated cooling and heating mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	8	20	2	1	1	1	2	2	3	3	3	2	2	2	2	1
refrigerated cooling and heating ormond		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1
refrigerated cooling and heating park orchards		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	34	32	40	1	2	3	2	1	1	1	2	1	1	1	1	1	1
refrigerated cooling and heating ringwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	1	3	1	1	2	1	2	2	2	2	3	3	3	1	1	2
refrigerated cooling and heating rowville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	4	6	4	2	2	1	1	1	1	3	3	2	2	2	2	2
refrigerated cooling and heating seville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	18	45	2	2	2	1	1	1	1	1	1	1	1	1	1	1
refrigerated cooling and heating templestowe		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	5	4	2	3	4	4	5	3	6	5	6	8	6	5	5	6
refrigerated cooling and heating toorak		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
refrigerated cooling and heating vermont		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	2	1	1	2	1	3	1	2	1	1
refrigerated cooling and heating wandin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	9	5	1	1	1	1	1	1	2	2	2	3	2	2	2	2
refrigerated cooling and heating wantirna		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	2	1	3	3	3	2	2	2	2	1
refrigerated cooling and heating warranwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	1	1	1	1	2	1	4	1	9	1	2	1	1
refrigerated cooling and heating wonga park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	13	15	3	3	4	2	3	4	2	2	2	3	4	3	3	2
refrigerated cooling and heating yarra glen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	1	1	1	1	1	1	1	2	1	2	2	2	2	2
reverse cycle heating and Cooling balwyn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	8	13	7	4	5	5	5	5	3	6	3	2	3	2	3	2
reverse cycle heating and Cooling bayswater		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	4	5	6	7	6	2	1	2	2	2	1	2	1	1	1	1
reverse cycle heating and Cooling bentleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	2	2	1	1	1	2	1	2	2	2	2	2
reverse cycle heating and Cooling blackburn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	5	6	2	3	3	2	5	2	5	6	5	11	8	7	8	6
reverse cycle heating and Cooling boronia		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	3	3	2	1	1	1	1	1	3	3	1	4	4	3	3	2
reverse cycle heating and Cooling box hill		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	2	3	2	1	2	1	3	2	3	3	2	2	3	2	3	3
reverse cycle heating and Cooling bulleen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23	18	18	9	9	7	7	4	4	4	8	6	5	5	5	5	5
reverse cycle heating and Cooling burwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	4	3	2	8	3	2	3	4	4	4	5	2	3	3	3
reverse cycle heating and Cooling camberwell		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	6	10	7	5	6	7	3	2	3	5	4	5	3	2	3	3
reverse cycle heating and Cooling canterbury		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	45	-	1	7	1	1	1	1	1	1	1	2	1	1	1	2
reverse cycle heating and Cooling caulfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	5	6	3	5	3	4	3	4	2	3	1	3	2	2	2	2
reverse cycle heating and Cooling chadstone		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2
reverse cycle heating and Cooling croydon		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	3	2	1	2	2	4	3	2	2	7	3	9	2	2	-	2
reverse cycle heating and Cooling doncaster		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	4	3	2	3	2	3	3	2	3	3	4	6	6	6	2	4
reverse cycle heating and Cooling forest hill		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	50	27	25	3	5	4	4	5	5	2	5	4	6	3	4	5	5
reverse cycle heating and Cooling glen iris		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	45	-	5	5	5	5	5	4	5	5	4	5	3	3	4	3
reverse cycle heating and Cooling glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	3	4	4	3	4	3	2	3	7	5	6	9	5	5	4	3
reverse cycle heating and Cooling hawthorn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2	1	2	2	4	2	3	5	3	4	11	4	3	3	4	4
reverse cycle heating and Cooling healesville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
reverse cycle heating and Cooling kew		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	8	12	5	5	5	4	2	4	5	5	1	4	1	2	1	1
reverse cycle heating and Cooling kilsyth		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
reverse cycle heating and Cooling knox		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	1	1	1	1	3	2	1	1	1	1	1	2
reverse cycle heating and Cooling lilydale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
reverse cycle heating and Cooling malvern		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	4	4	4	4	4	2	3	3	2	5	8	11	6	6	5	4
reverse cycle heating and Cooling mont albert		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	4	4	4	4	4	2	5	4	4	2	4	4	4
reverse cycle heating and Cooling mooroolbark		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	2	2	2	2	2	3	2	1	2	1	1	6	7	5	4	5
reverse cycle heating and Cooling mount evelyn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	14	-	5	3	1	1	2	3	1	2	2	3	2	2	1	2
reverse cycle heating and Cooling mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24	10	18	7	3	5	5	6	3	2	5	3	6	2	3	3	3
reverse cycle heating and Cooling ormond		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	7	6	3	3	2	1	2	2	2	2	2	3	2
reverse cycle heating and Cooling park orchards		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	32	33	3	4	3	1	1	2	3	4	4	8	3	6	4	5
reverse cycle heating and Cooling ringwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	3	3	3	3	2	2	2	5	5	2	5	4	4	2	2
reverse cycle heating and Cooling rowville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	4	5	5	6	8	3	5	4	7	8	6	8	7	10	7	6
reverse cycle heating and Cooling seville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	2	3	4	4	1	1	1
reverse cycle heating and Cooling templestowe		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	4	6	8	7	5	4	6	6	6	6	6	9	8	8	8	9
reverse cycle heating and Cooling toorak		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	4	4	4	3	2	1	1	1	2	14	1	1	1	1	1	1
reverse cycle heating and Cooling vermont		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	2	2	2	2	2	3	2	2	2	1	4	2	2	2
reverse cycle heating and Cooling wandin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	7	-	1	1	1	1	1	1	1	1	1	4	2	3	2	3
reverse cycle heating and Cooling wantirna		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	4	4	3	2	2	3	2	3	3	3	3	3	3	3	1	1
reverse cycle heating and Cooling warranwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	-	6	6	4	4	5	2	1	9	4	4	5	3	2	2
reverse cycle heating and Cooling wonga park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	19	20	20	14	4	3	3	4	3	4	5	5	5	5	5	5	6
reverse cycle heating and Cooling yarra glen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
air conditioning balwyn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	8	11	9	14	8	8	7	5	3	38	46	41	35	36	43	44
air conditioning bayswater		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	1	5	2	5	5	4	5	6	6	7	6	9	3	3	8	7
air conditioning bentleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	71	-	7	8	7	5	4	4	7	7	6	4	4	4	5	4
air conditioning forest hill		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	30	8	52	6	3	16	11	11	7	25	12	11	11
air conditioning glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	7	6	7	9	9	7	7	6	8	8	6	8	6	6	7	9
air conditioning healesville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	2	2	2	2	3	2	2	2
air conditioning kilsyth		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	6	6	6	5
air conditioning mount evelyn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	4	4	2	2	2	2	2	2	2	2	2	5	5
air conditioning park orchards		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2	3	23	2	2	4	4	5	5	8	6	8	9
air conditioning seville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31	3	3	4	2	52	24	3	4	3	3	7	6	7
air conditioning wandin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	3	2	2	2	4	4	4	4	5	5	7	7
air conditioning wantirna		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	3	4	5	5	6	6	4	4	4	5	5	9	3	3	3	2
air conditioning wonga park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	9	5	4	7	4	4	7	6	7	8	5	7	8
air conditioning yarra glen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
split systems balwyn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	12	15	8	4	4	3	3	5	4	15	31	41	35	12	13	11
split systems bayswater		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	3	4	4	5	4	3	3	9	7	8	7	6	6	7	7	6
split systems bentleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	2	3	5	3	4	9	5	6	6	6	5	4
split systems forest hill		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	75	74	6	8	12	12	2	1	6	7	7	7	7	7	7	6
split systems glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	4	3	3	3	4	3	3	2	8	9	7	10	7	6	7	5
split systems healesville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
split systems kilsyth		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	2	1	1	1	2	2	5	6	8	8	8	6	7	6	7
split systems mount evelyn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	19	25	19	3	3	3	2	2	2	2	2	2	2	1	1	1	1
split systems park orchards		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	63	78	1	19	17	5	1	1	2	5	6	7	5	5	3	3
split systems seville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	2	3	3	3	4	4	4	5	4	4	4
split systems wandin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	2	2	1	3	3	4	5	4	5	4	4
split systems wantirna		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	2	6	3	4	3	4	2	2	4	5	5	6	6	4	4	3
split systems wonga park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	26	25	24	7	6	5	4	5	5	4	4	10	9	9	9	9	9
split systems yarra glen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3
evaporative cooling balwyn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	9	7	4	5	4	4	3	5	4	11	12	10	8	10	7	6
evaporative cooling bayswater		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	6	10	3	4	4	4	4	6	6	7	8	8	5	6	6	7
evaporative cooling bentleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	2	2	2	3	3	4	7	4	4	3	3	2	2
evaporative cooling forest hill		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23	17	4	8	11	5	3	3	4	6	7	5	4	6	5	3
evaporative cooling glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	10	8	7	8	7	7	8	5	12	8	7	9	5	2	2	3
evaporative cooling healesville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
evaporative cooling kilsyth		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	2	3	2	2	2	2	2	2	2	4	2	2	2	2	2	2
evaporative cooling mount evelyn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	67	66	4	3	4	3	3	3	4	4	4	4	3	3	3	3
evaporative cooling park orchards		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	50	38	69	3	3	3	2	2	2	3	6	4	4	5	3	4	2
evaporative cooling seville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	1	1	2	2	1	2	2	2	-	2	1	1
evaporative cooling wandin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	2	2	5	3	2	2	2	2	2
evaporative cooling wantirna		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	6	5	4	4	3	3	5	5	7	8	7	6	6	6	4	4
evaporative cooling wonga park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	17	4	3	3	3	3	3	3	6	5	4	6	5	4	4
evaporative cooling yarra glen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2
heating and cooling balwyn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	4	17	4	3	3	4	3	4	8	9	8	6	6	7	8
heating and cooling bayswater		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	3	3
heating and cooling bentleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	26	42	6	8	8	4	3	1	2	7	5	6	5	4	3	4
heating and cooling forest hill		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	3	3	2	3	3	4	6	7	7	8	8	9	9
heating and cooling glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	2	2	3	2	2	2	3	3	4	6	4	2	2	3
heating and cooling healesville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	1	1	1	2	1	1	2	2	1	2	2	2	2	2	1	1
heating and cooling kilsyth		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
heating and cooling mount evelyn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	69	71	-	3	5	3	3	3	3	3	4	4	4	3	4	3	3
heating and cooling park orchards		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	93	92	1	1	1	2	2	1	4	5	7	7	6	8	6	8
heating and cooling seville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	25	2	2	2	2	2	2	2	3	2	3	3	5	3	4
heating and cooling wandin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	11	12	3	4	3	3	3	2	3	3	2	3	4	3	3	4
heating and cooling wantirna		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	1	1	1	1	1	1	2	2	4	5	5	2	2	2	2	1
heating and cooling wonga park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	68	-	77	6	5	4	4	3	4	3	2	3	3	4	7	7	7
heating and cooling yarra glen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	5	4	3	3	3	5	3	2	2	2	3	3	4	4	4	4
ducted heating balwyn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	7	4	3	4	4	4	2	2	2	1	1	2	2	1	2	2
ducted heating bayswater		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	2	2	2	2	2	3	3	3	3	5	2	2	3	3
ducted heating bentleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	65	13	18	7	6	6	4	3	2	2	2	3	3	4	3	3	3
ducted heating forest hill		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	63	56	55	1	1	1	1	2	1	1	1	1	1	1	1	2	2
ducted heating glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	4	4	4	4	4	4	3	3	4	4	2	2	2	4	2	2
ducted heating healesville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1
ducted heating kilsyth		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
ducted heating mount evelyn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	63	-	4	4	3	4	4	2	1	1	3	3	3	3	3	3
ducted heating park orchards		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	82	-	1	2	1	1	1	1	2	1	1	2	2	2	2	2
ducted heating seville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	2	2	2	1	1	1	1	1	1	2	1
ducted heating wandin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	1	1	2	3	2	2	4	1	1	2	2
ducted heating wantirna		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	2	2	2	2	2	2	2	2	3	2	2	9	4	4	4	3
ducted heating wonga park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	39	35	36	7	6	3	2	3	3	3	3	1	3	3	4	3	4
ducted heating yarra glen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	2	2	2	4	4	4	4	4
air conditioning bulleen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	84	81	51	8	9	9	9	8	8	27	12	11	28	28	36	17
air conditioning canterbury		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	65	16	50	29	8	5	16	13	11	5	13	33	36	-
air conditioning glen iris		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	5	5	5	6	3	6	4	2	2	1	1	1	1
air conditioning hawthorn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	8	9	4	4	4	5	3	3	5	8	9	9	14	9	16	10
air conditioning knox		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	1	1	1	1	2	1	1	2	2	3	2
air conditioning mont albert		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	6	6	3	3	8	9	8	5	5	5	6	5	5
air conditioning mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	20	27	8	5	6	4	3	3	6	8	8	9	3	3	5	5
air conditioning ormond		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	12	3	2	2	2	1	4	3	3	4	4	5	7
air conditioning warranwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	3	1	1	1	16	3	6	3	3	5	3	1	2
split systems bulleen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43	34	39	12	3	2	3	3	3	6	17	14	15	16	15	14	8
split systems canterbury		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	11	2	8	2	2	7	12	15	8	10	2	3	13
split systems glen iris		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	51	26	42	19	6	3	3	5	5	10	9	6	4	3	4	4	4
split systems hawthorn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	2	2	2	2	1	4	3	9	11	14	13	15	16	15	15
