		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-11-08	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-08-21	2023-09-15	2023-10-20	2023-10-24	2023-11-17	2023-11-22	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
warehouse fitouts melbourne		1	1	1	1	1	4	4	3	4	4	5	6	4	4	3	4	2	2	2	3	3	2	2	2	2	2	2	2	2	1	2	2	2	2	4	4	5	5
commercial builder braeside		2	4	4	2	3	4	3	3	3	2	3	3	3	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
commercial builder carrum downs		3	5	6	1	3	4	4	1	2	3	2	3	6	5	5	8	5	11	10	9	10	7	6	5	6	7	2	3	2	5	5	6	1	1	1	1	1	1
commercial builder clayton		3	4	3	3	3	3	3	2	6	4	3	5	3	2	3	3	4	2	1	2	2	2	3	3	4	4	3	3	1	1	3	2	6	4	5	5	5	2
commercial builder dandenong		5	2	4	2	2	4	4	2	2	2	2	2	2	2	3	2	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
commercial builder doncaster		6	7	6	3	5	2	1	2	1	2	1	1	1	1	1	3	3	3	4	3	4	5	7	8	8	8	6	5	5	5	5	3	3	3	3	5	-	5
commercial builder frankston		15	29	6	5	6	6	20	12	14	21	5	4	5	4	5	6	5	7	6	6	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1
commercial builder glen waverley		9	7	9	6	5	6	4	5	3	3	18	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2
commercial builder hallam		3	2	3	3	3	2	3	3	20	5	17	7	5	4	4	5	4	4	4	3	3	3	5	5	4	5	3	1	1	3	3	3	2	2	2	2	1	2
commercial builder hampton park		3	1	2	3	3	3	2	3	3	13	3	3	2	7	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
commercial builder moorabbin		6	6	7	6	7	10	14	6	11	12	5	4	18	20	3	3	3	3	6	5	5	8	5	3	4	4	2	2	1	3	3	3	1	1	1	1	1	2
commercial builder mornington		6	7	8	7	7	10	9	7	6	7	7	8	16	16	15	8	9	10	9	10	14	13	11	11	12	12	13	14	16	14	13	10	7	10	11	5	4	5
commercial builder mulgrave		5	2	2	2	15	2	12	14	18	5	3	3	32	36	21	21	22	-	4	33	42	23	25	-	6	-	4	3	3	3	7	3	3	2	3	3	2	2
commercial builder rowville		20	18	9	6	5	8	13	16	13	22	3	2	38	31	3	3	13	16	12	6	4	4	15	4	4	31	1	1	1	1	1	1	1	1	1	1	1	1
commercial builder springvale		21	29	10	11	3	6	3	3	3	3	2	2	3	1	3	3	2	2	2	3	3	3	4	3	2	1	1	2	2	1	3	1	3	3	3	2	2	1
commercial fitouts dandenong		3	3	3	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	3
commercial fitouts doncaster		2	1	2	2	2	1	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	1	1	1	1	2	2
commercial fitouts frankston		1	1	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2
commercial fitouts mornington		1	1	1	1	1	1	1	1	1	1	1	2	1	3	5	4	4	4	4	3	3	4	4	4	4	4	4	4	4	4	4	3	2	2	2	2	3	4
commercial joinery dandenong		2	5	4	3	3	3	3	3	2	2	3	3	3	3	4	4	3	3	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1
commercial joinery doncaster		1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	1	1	2	1	1	1	1	2	2	1	2	2	2	2	2	2	2	3	3	3
commercial joinery frankston		1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	4	2	5	3	3	3	3	3	3	3	3	3	3	3	3	2	1	1	1	2	1	1	2
commercial joinery mornington		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	2	3	2	2	1	1	2	1	2	2
office fitouts dandenong		39	41	15	3	3	3	4	5	5	5	3	3	6	3	3	3	3	3	2	1	1	1	1	1	2	2	2	2	1	2	1	1	2	2	5	4	6	3
office fitouts doncaster		8	9	7	5	5	4	3	4	3	6	3	3	4	4	4	4	4	5	3	5	6	4	6	6	5	6	4	3	5	9	7	3	1	1	1	8	-	8
office fitouts frankston		1	1	1	1	1	1	2	2	1	1	8	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	3	4	13	9	6
office fitouts mornington		1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	7	5	5	5	6	5	5	8	9	7	7	7	7	5	7	4	5	3	3	3	4	6	4
warehouse fitouts dandenong		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
warehouse fitouts doncaster		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
warehouse fitouts frankston		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
warehouse fitouts mornington		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
industrial construction braeside		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
industrial construction knoxfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1
industrial construction carrum downs		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	4	6	7	8	7	1	1	1	1	1	1	1	1	1	1	1	1
industrial construction clayton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	29	7	7	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1
industrial construction dandenong		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	2	1	1	1	1	1	2
industrial construction doncaster		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	5	-	-	-	3	1	1	1	1	1	1	1	1	1	1	1
industrial construction frankston		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	87	4	5	3	3	1	1	1	1	1	1	1	1	1	2	1	2
industrial construction glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
industrial construction hallam		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	8	6	17	25	24	4	1	1	1	1	2	1	1	1	1	1	1
industrial construction hampton park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
industrial construction melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	74	66	75	79	85	16	16	25	37	27	65	26	23	24	27	36	35
industrial construction moorabbin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	73	42	29	7	9	7	1	1	1	1	1	1	1	1	1	1	1	3
industrial construction mornington		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	17	20	-	1	1	1	1	1	1	1	1	2	2	1	2
industrial construction mulgrave		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	88	-	82	-	-	1	1	1	1	1	1	1	1	1	1	1	1
industrial construction rowville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	62	41	3	3	3	4	1	1	1	1	1	1	1	1	1	1	1	1
industrial construction springvale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	50	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1
