		2021-11-18	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-06-23	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-04-28	2023-05-03	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-02-21	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
prefab homes geelong		13	7	8	6	6	6	5	5	5	5	5	5	5	4	5	6	6	6	6	6	6	6	4	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7
relocatable homes ballarat		7	5	6	5	4	4	4	5	4	4	4	3	3	3	6	5	4	4	5	5	4	4	3	3	3	4	4	4	4	4	4	4	4	3	3	3	2	2	2
relocatable homes bendigo		4	5	5	4	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1
relocatable homes geelong		3	4	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	1	1	1	3	2	2	1	1	1	1	1	3	3	3	2	3	3	2
relocatable homes gisborne		3	3	3	3	3	3	2	2	2	2	2	2	3	3	2	3	2	3	3	2	3	3	3	3	1	3	2	1	1	2	3	3	2	3	2	3	3	3	3
relocatable homes mildura		2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	3	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	2	2
relocatable homes mornington peninsula		4	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1
relocatable homes shepparton		4	5	4	4	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2
relocatable homes swan hill		4	4	5	4	3	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	2	2	2	2
granny flats bayswater		3	4	3	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
granny flats carrum downs		3	5	2	3	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
granny flats dandenong		3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2
granny flats windsor		3	2	2	1	2	1	2	1	1	1	2	1	1	1	2	2	2	2	2	2	2	2	3	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1
granny flats frankston		5	2	2	2	2	1	2	2	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	2	2	2	2
granny flats hoppers crossing		6	3	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
granny flats laverton		3	-	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
granny flats phillip island		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
granny flats sunshine		5	4	2	3	3	3	3	3	3	3	3	4	4	4	4	4	4	5	4	4	3	2	3	3	3	4	3	4	4	4	3	2	2	3	2	3	3	1	1
granny flats werribee		3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
granny flats yarra ranges		3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	1	1	2	1	2	2	2	2	2	3	3
granny flats yarra valley		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2
affordable backyard studio		53	3	5	6	7	7	6	6	5	7	6	6	5	5	4	6	7	6	5	5	5	6	7	7	5	4	4	4	4	4	4	3	4	4	3	5	5	3	3
back garden office pods		-	-	-	-	-	13	5	6	3	3	5	6	6	4	4	6	5	5	6	5	4	4	4	8	8	8	9	11	9	8	8	11	12	13	11	12	12	15	12
backyard extra room		-	7	3	3	4	5	6	6	5	7	2	2	6	9	10	10	10	7	7	6	8	7	9	7	6	22	36	36	9	9	6	6	5	6	74	47	46	5	10
backyard living pods		-	-	-	6	7	7	8	6	6	7	4	4	4	8	4	9	5	4	9	8	7	7	7	7	9	10	8	10	11	11	9	9	10	16	17	12	15	28	17
backyard office		-	9	13	6	10	15	4	4	1	22	2	2	1	3	1	3	5	4	3	2	1	1	1	4	8	4	5	9	7	7	6	9	8	10	12	11	10	10	7
backyard office melbourne		44	8	9	7	12	12	12	12	11	11	12	11	11	7	9	11	11	16	15	15	13	17	13	12	13	18	18	21	20	19	25	20	22	23	16	15	19	13	14
backyard office pod		-	21	21	16	19	23	4	5	2	3	6	5	6	9	8	21	16	17	14	15	16	16	16	14	14	16	22	22	20	18	16	25	24	26	31	-	29	30	27
backyard office pod melbourne		-	18	24	16	23	21	12	12	12	13	11	12	11	11	10	12	12	13	13	12	12	14	13	12	16	20	20	22	21	20	12	22	22	28	16	15	21	14	17
backyard pod		-	8	9	7	8	8	8	11	7	5	5	6	8	9	5	16	17	15	18	14	15	15	16	18	15	21	20	23	24	20	20	25	32	44	44	35	21	40	34
backyard pods for sale		-	5	5	5	5	5	3	5	5	4	5	5	6	6	3	6	6	6	5	4	4	5	6	9	8	13	13	14	10	10	9	9	13	11	10	10	12	11	13
backyard retreat		-	14	42	-	31	33	34	31	37	39	33	36	45	72	77	66	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
backyard sleepout		65	5	54	3	3	-	2	2	2	3	3	2	2	2	3	3	3	3	3	3	2	3	3	4	5	4	4	4	4	4	3	3	3	3	2	2	2	3	5
backyard studio		-	3	5	6	4	4	4	4	5	5	11	8	9	26	24	7	32	37	38	33	41	22	22	21	19	17	22	34	40	-	17	18	22	21	29	25	23	24	24
backyard studio shed		-	-	10	6	-	11	11	12	11	7	10	5	11	8	5	1	5	8	4	6	5	6	11	6	13	14	17	18	-	25	16	-	18	15	6	10	14	11	19
backyard teenage retreats		-	6	7	7	7	6	5	7	7	7	7	5	7	6	7	8	57	62	72	71	61	50	77	71	62	69	92	-	98	-	-	87	94	92	88	-	-	81	71
building a backyard studio		-	10	5	6	8	12	11	12	8	22	10	6	10	23	9	27	11	13	31	31	32	43	50	50	49	54	49	61	59	-	48	31	23	27	30	29	27	18	22
bungalow		3	2	5	4	3	2	3	2	3	2	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	3	3	3	3	3	2	2	3	3	3	3	4	3	5
bungalow builders		2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bungalow victoria		2	4	2	2	2	2	2	2	2	11	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2
cottage bungalow		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	51	-	-	-	-	-	-	-	-	-	-	-
extra room outside		-	3	3	3	2	3	3	3	3	2	2	1	2	2	3	3	3	3	3	3	3	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	1	4
garden office pod		-	9	13	15	12	14	6	5	5	4	5	6	8	12	10	11	10	10	11	12	12	13	14	12	11	12	13	16	17	17	13	16	17	17	15	14	18	23	18
garden offices		-	63	65	52	46	33	4	5	4	3	4	2	2	2	2	7	4	4	3	3	3	4	3	5	5	7	9	7	6	8	8	10	10	18	11	8	15	12	14
garden studio		-	8	40	34	29	16	14	36	26	38	65	65	63	41	64	14	94	-	91	93	71	24	26	26	20	22	20	23	25	29	23	43	34	31	36	29	30	21	25
garden studio melbourne		-	3	5	6	9	8	9	10	10	12	7	9	7	7	10	11	13	17	16	14	16	17	12	14	10	9	7	8	9	9	8	9	10	10	13	11	11	13	16
garden studios for sale		-	2	4	2	2	1	6	2	4	3	4	4	4	3	3	3	3	3	3	3	3	3	3	3	2	1	1	1	1	1	2	3	3	3	3	4	10	52	5
garden studios for sale melbourne		-	1	1	2	1	1	1	2	2	2	2	2	2	2	2	2	5	5	5	5	6	6	4	5	5	3	3	4	5	5	3	3	3	5	10	10	3	10	10
home garden offices		-	43	20	44	34	23	5	5	5	3	4	2	4	3	2	3	3	4	3	3	3	3	2	4	4	5	4	5	5	4	5	5	4	5	5	6	5	5	8
home office pod backyard		-	11	16	12	14	15	4	6	3	2	6	3	4	9	3	13	9	8	12	12	9	11	13	14	16	11	19	22	20	22	19	21	23	23	20	28	30	24	25
home office sheds		-	27	41	17	27	15	6	5	4	4	4	5	3	5	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	4	3	4	3	4	4
office pod backyard		-	24	30	21	27	26	5	8	3	3	5	7	19	12	9	20	12	11	11	10	8	10	12	10	14	12	16	18	16	16	17	20	21	28	26	27	30	20	21
outdoor office shed		-	-	-	-	-	21	3	7	2	3	2	2	4	5	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	3	3	4	4	3	3	4
outdoor studio room		-	7	16	8	18	8	9	10	7	58	7	12	9	9	10	11	8	10	9	9	9	10	9	8	8	5	6	7	6	5	4	4	2	3	4	3	4	5	19
pod homes melbourne		-	16	27	27	22	23	27	24	30	57	38	30	28	26	35	29	20	30	29	22	18	27	21	20	22	19	20	26	25	23	23	10	22	17	15	12	18	19	24
pod homes victoria		59	17	20	27	24	32	33	28	25	34	55	28	30	30	29	23	19	20	23	21	21	29	18	18	13	13	10	16	15	14	10	12	20	30	31	18	39	31	33
pod homes		-	12	18	19	9	22	65	19	54	57	17	14	-	14	14	46	48	54	54	51	51	33	33	34	31	37	24	29	51	50	-	41	25	38	54	7	49	16	57
pod house		-	96	-	92	-	77	-	-	58	-	14	83	14	10	8	-	15	58	17	-	-	29	15	40	40	22	7	4	6	5	4	5	7	15	32	12	34	50	49
retreat shed		-	87	72	12	10	18	24	30	27	18	-	-	80	87	-	95	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sleepout		-	-	-	67	-	-	60	61	-	-	-	47	46	33	30	24	25	25	26	23	23	17	15	18	18	11	34	23	19	10	10	13	26	33	23	17	8	32	47
sleepout room		-	7	-	7	7	8	6	6	4	7	4	3	2	2	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	4	4	4	6	22	27	23	22	9
sleepouts for sale		13	6	5	4	6	5	4	4	5	4	3	5	5	5	4	3	3	4	3	3	5	6	6	2	2	2	2	3	4	4	3	3	4	18	5	4	2	2	4
studio shed		-	-	63	68	-	64	-	55	8	10	-	93	98	56	63	4	16	15	11	12	16	17	14	14	17	22	26	18	17	-	-	-	17	15	-	-	22	-	-
teenage retreat		-	24	21	10	9	11	8	9	10	12	9	9	8	9	14	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
teenage retreat room		-	21	13	7	5	6	5	7	8	8	9	7	11	10	13	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
