		2021-11-18	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-06-23	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-04-28	2023-05-03	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-02-21	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
granny flat builder brisbane		7	9	8	8	7	9	9	9	6	11	8	10	11	11	11	9	11	12	11	11	9	10	11	5	10	11	13	16	14	17	8	9	10	10	10	11	10	12	10
granny flat builders gold coast		2	3	1	1	1	3	3	4	4	3	4	3	4	4	4	3	4	4	4	3	3	4	3	3	3	4	2	4	4	4	3	2	4	4	5	3	3	5	3
granny flat construction		16	11	3	11	10	3	10	11	11	6	5	6	7	12	13	14	9	39	-	63	27	18	23	23	22	13	18	18	25	23	14	33	35	47	44	30	33	28	19
granny flat cost		27	42	21	27	44	32	27	31	24	33	25	30	23	29	69	41	9	11	11	10	41	50	19	16	14	29	3	2	2	2	4	3	2	5	2	3	3	3	3
granny flat designs queensland		6	8	6	8	8	7	6	8	7	6	5	5	6	6	7	6	7	7	7	8	6	6	9	7	6	6	7	8	6	7	7	5	5	8	8	8	12	10	10
granny flat floor plans		46	43	29	26	29	26	33	34	28	28	34	27	30	25	48	45	45	50	50	51	56	58	61	61	51	38	44	56	66	72	78	85	93	-	-	-	-	47	-
granny flat floor plans brisbane		8	9	9	7	11	10	12	11	10	14	16	16	18	20	15	15	17	20	15	15	12	14	7	9	13	16	13	16	14	15	17	18	25	24	21	18	15	11	15
granny flat floor plans melbourne		15	32	11	13	26	16	25	22	29	20	22	17	20	29	40	21	18	35	33	32	35	31	27	23	26	26	29	19	23	26	28	35	37	42	29	38	41	13	25
granny flat kits brisbane		8	9	8	7	9	8	7	6	8	8	7	9	12	10	12	11	8	9	8	6	8	9	9	9	8	14	12	14	12	11	8	9	12	13	10	10	10	10	9
granny flat kits melbourne		4	4	3	3	4	4	3	4	4	4	4	4	4	4	5	5	5	4	5	5	5	5	6	6	6	5	5	7	7	7	5	5	5	8	7	8	10	6	10
granny flat kits qld		7	7	7	6	6	7	6	7	7	7	7	7	8	9	10	9	7	9	8	7	6	6	6	6	6	7	7	9	8	8	8	8	10	8	9	8	10	8	9
granny flat plans		85	91	28	38	42	26	35	34	42	86	38	41	62	88	90	66	96	95	-	-	-	75	87	80	-	51	76	-	-	-	-	-	72	-	-	-	-	70	42
granny flat plans brisbane		10	9	8	7	8	8	11	12	11	14	8	11	13	12	10	11	10	12	10	10	7	9	7	7	8	9	11	11	13	13	10	10	11	12	16	10	9	9	10
granny flat plans melbourne		8	10	9	7	11	11	11	11	10	13	12	12	9	10	15	14	12	16	14	15	9	10	13	15	12	12	11	10	11	10	10	12	17	13	14	10	11	8	13
granny flat prices		21	20	10	13	13	7	19	13	17	22	19	9	9	8	18	12	11	28	49	49	62	57	-	37	9	5	2	1	2	2	3	4	2	5	3	4	3	3	3
granny flats designs		46	40	8	8	29	12	16	13	14	11	14	8	9	11	13	32	20	17	29	30	23	20	16	28	18	21	27	22	23	22	20	24	24	26	45	26	36	27	17
granny flats for sale brisbane		5	6	8	9	12	12	9	8	8	6	6	6	4	4	5	4	6	5	5	4	4	5	6	5	5	4	4	4	4	4	4	4	7	10	7	9	7	7	7
granny flats for sale gold coast		3	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	3	3	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	1
granny flats for sale melbourne		8	5	5	5	5	5	3	4	4	4	4	5	5	6	6	6	6	5	6	5	6	6	5	4	5	3	3	5	5	5	5	7	6	8	6	5	6	5	7
granny flats for sale victoria		6	4	4	4	4	4	4	4	5	5	5	5	7	6	6	8	7	6	7	7	7	9	9	8	7	4	5	3	5	4	10	10	11	10	5	6	7	9	9
granny flats in melbourne		9	15	9	8	11	9	11	11	11	12	13	14	13	13	16	16	14	15	12	12	12	12	10	10	7	8	4	4	5	5	6	4	4	8	5	5	7	6	7
granny flats ipswich		5	3	3	3	3	3	2	4	4	4	2	4	5	4	5	5	6	5	5	5	4	3	3	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4
granny flats qld		8	8	8	6	6	6	5	5	6	6	6	6	4	6	9	7	9	8	6	9	6	6	6	5	6	7	6	9	6	6	7	7	10	10	6	8	8	11	8
kit homes geelong		18	9	9	7	8	8	5	7	5	5	5	5	5	6	6	7	7	7	7	7	6	5	6	7	7	8	8	7	7	8	7	4	10	10	8	10	9	6	6
kit homes melbourne		14	13	17	13	19	18	18	13	16	19	15	14	15	13	15	13	16	17	17	16	13	14	14	14	17	15	22	21	23	22	20	18	16	16	17	14	18	19	21
kit homes sunshine coast		11	13	13	12	10	11	11	10	7	8	10	10	9	12	14	12	12	13	13	13	11	12	12	13	13	9	13	14	13	13	13	16	17	13	13	11	13	14	14
melbourne granny flats		9	14	10	3	5	3	4	5	6	10	11	12	10	13	16	14	12	13	13	13	11	9	10	9	9	7	4	4	5	5	7	4	4	8	7	5	7	7	10
modern granny flats		9	16	5	11	13	13	16	17	18	18	18	19	25	38	31	30	30	35	30	34	30	22	22	18	20	22	18	24	29	24	24	63	55	67	-	46	48	42	25
modern granny flats melbourne		5	10	6	4	8	4	5	6	6	9	11	12	9	9	13	13	8	7	9	9	7	8	8	11	9	10	7	6	7	8	4	4	4	5	6	5	5	6	6
modern transportable homes		11	10	13	15	13	14	11	9	7	11	13	15	12	45	12	56	88	86	34	37	12	23	21	18	20	21	9	10	27	28	26	36	52	20	13	13	13	2	30
cheap relocatable homes		1	2	2	2	3	4	2	2	2	2	2	4	7	5	7	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1
designer granny flats		46	27	5	31	9	8	12	13	14	9	10	6	13	22	21	36	36	41	35	36	31	15	14	16	17	25	27	25	41	40	21	43	34	31	-	-	55	31	19
build granny flat melbourne		9	13	9	8	8	7	8	8	8	10	11	12	10	12	14	13	12	12	13	12	10	13	12	13	11	10	6	6	6	6	8	10	11	11	9	9	10	10	10
cheap granny flats melbourne		2	9	2	1	2	1	2	3	4	7	7	6	4	7	10	12	11	11	8	8	8	9	8	9	2	8	2	2	3	3	4	10	11	10	8	6	8	7	5
granny flat builder melbourne		7	12	9	7	9	5	7	7	7	9	11	12	9	11	13	12	10	11	11	10	10	10	9	10	11	12	7	9	11	11	10	9	9	11	7	7	8	7	5
granny flat builders melbourne		7	12	8	6	10	7	7	7	6	7	10	10	9	10	12	11	9	10	9	9	10	10	9	11	10	8	6	7	10	9	8	10	10	12	11	13	11	11	13
granny flat builders		19	17	4	11	15	9	12	12	12	9	13	12	12	16	18	25	32	33	32	29	25	28	28	27	26	47	13	14	29	30	15	33	43	52	43	49	45	19	12
granny flat designs melbourne		9	13	8	9	9	7	6	9	8	10	11	11	10	11	13	14	9	10	11	12	9	10	12	11	12	12	9	10	9	9	8	10	10	10	10	10	10	9	10
granny flat designs		44	50	17	49	51	40	17	20	14	13	13	12	12	12	13	30	29	46	31	42	25	26	25	14	20	65	43	35	39	37	35	43	51	51	-	62	87	37	18
granny flat homes		6	8	4	6	5	4	8	7	9	7	8	6	5	8	9	5	2	7	5	6	4	6	6	6	5	6	6	6	7	8	8	5	14	16	14	8	14	9	3
granny flats builders		17	16	8	11	11	10	41	10	9	9	12	11	10	17	19	29	25	20	22	20	21	24	23	22	24	17	13	16	29	32	51	31	34	36	15	14	11	13	8
granny flats melbourne		2	10	6	2	4	2	3	2	6	8	8	9	6	7	10	9	8	9	8	8	5	7	6	4	5	4	5	4	5	5	4	4	4	6	6	6	7	8	5
granny flats victoria		15	15	9	9	7	6	8	10	10	10	10	12	11	11	11	11	12	12	12	11	11	11	5	4	7	4	5	7	7	6	7	6	7	9	8	8	8	7	5
granny flats		5	5	2	2	2	2	2	2	2	2	2	4	4	8	9	14	12	12	10	13	8	16	8	6	7	12	6	11	13	11	16	11	13	17	6	5	8	5	6
prefab granny flat melbourne		2	6	1	1	1	1	2	2	2	4	4	5	2	7	7	7	4	4	4	4	1	3	1	3	1	1	1	1	1	1	1	2	3	5	3	2	2	3	3
relocatable granny flats melbourne		5	6	5	4	4	4	4	4	4	4	4	5	4	4	6	4	4	4	4	4	4	4	3	3	1	2	1	1	1	1	2	2	2	2	2	3	3	2	2
prefab homes melbourne		19	13	21	16	24	22	18	16	22	31	15	16	17	13	15	15	15	15	16	15	16	18	18	12	17	16	16	26	19	65	14	13	20	13	14	12	29	10	14
prefab houses melbourne		13	9	14	12	12	12	13	13	13	13	13	13	12	11	11	11	11	12	11	12	9	15	14	10	-	10	12	11	10	9	9	8	10	9	8	15	9	9	11
building a granny flat		33	18	9	9	11	45	50	17	15	14	35	14	34	29	56	42	-	-	-	-	92	-	-	-	-	44	-	-	-	-	-	-	-	-	-	-	62	33	13
relocatable granny flats		14	10	5	7	4	3	8	8	8	9	10	10	14	11	14	8	6	6	6	7	7	6	5	5	3	4	5	3	3	3	3	2	3	4	3	8	4	4	5
relocatable homes victoria		6	6	4	2	3	2	4	2	4	5	4	2	3	4	5	6	6	5	6	6	5	6	4	5	4	5	3	6	6	5	4	3	3	3	5	5	6	5	5
relocatable homes		19	5	8	8	7	8	21	11	9	10	16	8	16	16	16	4	3	4	3	5	2	3	3	2	2	1	1	1	1	1	1	1	1	1	3	3	2	1	6
small granny flat		9	48	3	16	14	14	32	27	22	12	7	8	11	16	-	70	24	33	30	40	20	20	18	17	20	22	24	38	41	40	41	48	62	73	67	30	28	8	10
granny flat builder gold coast		1	2	1	1	2	1	2	3	3	3	3	3	3	3	4	3	4	4	4	2	2	4	2	3	4	4	3	4	4	4	3	2	4	4	3	1	1	1	2
granny flat designs gold coast		2	3	2	2	2	4	2	3	2	3	4	3	4	5	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	4	3	2	2
granny flats gold coast		3	5	3	3	2	2	3	3	4	4	4	5	6	4	5	5	4	5	4	4	4	2	7	3	3	4	2	3	4	4	2	2	5	5	3	5	4	2	2
granny flats brisbane		8	9	8	7	8	9	9	7	9	10	9	10	11	10	11	12	12	13	13	12	10	9	11	8	9	11	13	13	14	14	10	10	11	17	12	19	20	16	15
granny flats designs brisbane		8	8	8	7	7	7	7	8	8	11	7	10	12	9	9	10	10	14	11	9	6	8	6	8	10	11	12	15	15	15	12	12	14	12	11	9	9	11	11
build a granny flat brisbane		10	10	9	8	10	10	12	12	10	12	10	10	12	11	12	12	12	14	10	10	8	9	8	6	7	12	14	13	14	15	11	11	10	14	11	8	8	8	7
granny flat designs brisbane		14	8	8	7	7	8	10	8	7	11	8	10	14	15	14	12	8	11	8	8	6	5	6	5	8	9	11	12	13	13	10	10	10	9	9	8	13	8	8
granny flat builders brisbane		10	9	7	6	7	9	9	9	6	10	9	10	11	10	12	10	11	13	11	11	9	10	11	5	10	10	10	12	13	14	9	10	11	14	13	13	14	15	13
prefab granny flats brisbane		5	6	6	6	5	6	6	7	7	7	6	6	7	9	9	9	7	7	7	9	7	8	7	7	5	8	8	8	7	9	6	5	6	5	2	4	5	4	5
prefab homes brisbane		16	16	20	13	8	31	13	14	11	15	12	12	12	12	12	14	11	12	12	13	12	13	12	11	10	8	10	14	15	14	11	8	10	6	6	7	7	5	6
prefab houses brisbane		8	2	8	7	7	22	8	9	7	11	8	7	7	8	9	8	8	7	10	10	9	9	9	8	8	6	7	6	6	6	7	5	5	3	2	3	4	1	3
granny flats sunshine coast		6	7	3	3	2	3	3	3	3	3	3	4	4	3	4	4	5	5	4	4	3	3	4	6	4	4	6	6	8	6	6	7	7	6	6	6	6	6	6
prefab homes sunshine coast		5	7	7	6	5	5	5	5	5	5	5	6	6	6	9	9	10	10	10	10	8	11	11	11	12	11	11	12	12	13	14	15	16	16	15	14	14	13	13
granny flat builders sunshine coast		4	5	5	5	4	4	4	4	4	3	3	3	2	3	4	4	5	5	5	4	3	3	5	6	6	8	9	9	9	9	9	5	6	7	6	4	4	4	4
prefab homes gold coast		2	2	2	2	2	15	2	2	2	3	3	3	3	3	4	4	3	5	5	4	4	4	5	6	5	6	4	7	7	7	7	8	6	5	5	6	7	6	6
granny flats geelong		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1
granny flats logan		2	3	3	3	3	3	3	2	3	2	2	2	3	3	4	4	3	4	4	4	3	3	3	2	5	5	4	3	4	4	3	3	3	3	3	3	3	3	3
granny flat ipswich		5	2	3	3	4	3	2	5	5	4	2	4	4	4	5	5	6	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	4	5	4	4
granny flats ballarat		2	2	2	2	2	2	2	2	2	2	2	2	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	3	4	3	2	2	2
one bedroom granny flat designs		10	7	9	9	10	10	16	10	10	11	11	10	13	9	25	-	29	30	38	38	-	83	68	17	18	5	5	5	7	7	6	3	5	9	10	4	4	3	8
one bedroom granny flat		13	11	11	9	11	11	14	14	14	15	13	13	31	13	30	29	78	-	-	-	-	65	80	65	80	5	5	4	5	5	5	5	5	5	3	4	5	4	5
1 bedroom granny flat		16	10	12	15	16	15	18	13	12	18	17	13	22	16	39	52	43	35	43	42	54	-	34	26	-	7	6	6	6	7	8	4	6	10	4	5	5	-	4
2 bedroom granny flat brisbane		9	8	8	6	10	6	7	8	8	8	7	7	7	7	7	7	8	8	9	9	9	9	10	8	10	12	11	10	11	12	8	9	11	9	9	12	11	9	10
2 bedroom granny flat design		21	15	11	21	14	12	14	12	12	13	12	13	14	14	21	21	11	16	15	15	14	14	18	16	17	4	6	5	7	7	8	5	5	9	8	7	4	4	6
2 bedroom granny flat		35	22	9	20	16	16	15	14	16	17	12	12	16	15	16	14	4	13	14	14	9	9	7	8	6	4	4	3	5	5	5	5	5	8	5	7	8	7	5
3 bedroom granny flat		16	12	9	8	7	10	8	8	6	8	6	6	6	6	7	6	5	6	4	5	5	5	5	6	6	3	2	3	4	4	2	1	1	2	1	1	1	2	2
two bedroom granny flat		29	44	30	13	13	14	14	14	16	20	15	13	15	14	20	16	7	17	19	19	16	13	11	16	14	7	6	7	8	8	7	7	8	7	5	5	5	4	6
granny flat kit homes brisbane		8	9	9	8	8	8	6	8	10	12	9	9	11	10	11	10	8	8	9	7	6	7	11	10	12	13	14	14	14	14	11	12	15	15	13	17	14	13	15
granny flat kit homes QLD		8	8	8	6	9	9	10	9	9	11	8	10	12	13	12	9	9	14	11	12	8	7	8	8	11	11	9	13	10	10	11	10	13	22	11	11	12	19	12
kit granny flats brisbane		7	8	7	7	7	5	6	6	6	7	5	7	9	9	9	11	5	4	5	6	6	6	8	5	7	9	7	9	9	9	6	6	8	7	8	8	8	9	8
kit granny flats QLD		7	8	7	6	5	5	7	7	7	7	7	7	8	7	7	7	7	7	6	7	6	6	8	6	6	8	8	11	10	10	9	10	9	9	6	11	12	13	11
portable granny flats brisbane		6	7	8	7	10	10	8	8	9	10	11	10	10	9	10	13	11	13	10	11	8	7	6	7	7	5	5	7	7	7	7	8	5	9	6	7	9	8	7
portable granny flats QLD		5	7	6	6	6	7	8	7	7	7	4	4	4	5	5	5	7	5	6	6	3	2	1	1	2	2	3	3	2	3	2	2	3	3	5	3	3	3	4
building a granny flat QLD		11	15	11	10	8	7	8	8	9	9	7	10	13	11	14	13	11	13	11	13	13	13	12	14	16	24	15	16	16	16	18	17	21	20	18	19	21	17	18
granny flats moreton bay		5	4	4	4	4	4	4	4	4	5	4	3	3	4	4	4	4	4	4	4	4	4	4	5	5	5	4	4	4	4	4	4	5	5	4	4	3	4	3
granny flats redland bay		2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	2
granny flat builders noosa		1	1	1	1	1	1	-	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1
granny flats noosa		6	6	6	5	5	5	4	3	4	5	7	5	3	4	4	4	3	3	3	3	1	1	1	1	1	2	2	2	2	2	2	2	3	3	3	4	6	6	6
granny flats toowoomba		4	3	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
secondary dwellings moreton bay		7	13	6	6	6	12	12	12	13	12	12	12	12	12	13	14	10	4	4	4	4	4	9	7	7	8	9	7	5	5	5	5	5	5	4	5	5	6	6
secondary dwellings redland bay		3	3	3	3	3	3	3	3	3	4	4	3	2	2	3	3	3	1	4	3	3	3	3	3	3	4	3	4	3	3	4	4	4	4	3	3	3	3	6
secondary dwellings logan		9	6	6	5	7	9	10	5	6	6	5	6	6	6	12	13	10	9	8	8	15	13	9	8	15	6	7	6	7	7	17	13	18	16	17	15	14	12	14
granny flat builders logan		3	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1
granny flat builders toowoomba		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
granny flat builders moreton bay		1	1	1	1	2	2	1	2	2	2	2	1	2	2	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1
granny flat builders ipswich		2	1	2	1	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	3	1	3	1	1	2	1	1	2	2	2	2	2	2	2	2	2
granny flat designs moreton bay		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2
investment granny flats QLD		1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
investment secondary dwellings QLD		1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	1	4	5	6	4	6
granny flat investment QLD		4	3	2	2	2	3	2	2	2	2	2	2	2	1	1	1	1	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2 bedroom 2 bathroom granny flat floor plans		23	13	7	15	13	14	14	14	14	13	13	12	13	11	18	14	8	14	15	15	14	13	13	18	16	5	5	5	7	6	8	4	5	9	4	3	2	1	5
2 bedroom granny flat plans		27	16	12	17	16	17	24	16	19	14	15	14	19	17	20	17	13	25	17	16	15	15	17	17	20	4	7	7	9	8	8	6	6	12	8	5	3	2	8
2 bedroom prefab homes		9	9	10	8	11	11	10	8	6	10	10	7	9	9	13	10	8	10	11	11	10	6	6	4	21	19	22	17	27	17	32	43	46	42	10	14	16	15	34
2 bedroom transportable home		27	13	11	11	8	29	29	22	23	32	25	23	21	23	16	13	6	9	11	12	11	17	16	19	18	5	6	8	9	9	28	47	76	66	16	25	30	28	31
3 bed granny flats		14	10	5	6	7	7	6	5	5	5	5	5	6	5	6	5	4	3	4	4	5	4	4	6	5	2	2	3	3	3	2	1	1	1	1	1	1	1	3
3 bedroom granny flat designs		14	15	9	10	11	9	9	10	9	9	9	8	7	9	9	9	8	8	7	5	6	7	9	9	6	2	3	3	3	3	2	2	1	2	1	1	1	1	3
3 bedroom granny flats for sale		5	6	7	7	7	3	5	5	5	5	5	5	5	5	6	6	5	4	4	4	4	4	4	5	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1
4 bedroom granny flat		9	8	8	7	8	7	9	9	9	8	8	5	5	5	6	6	6	6	6	6	7	7	7	8	4	1	1	2	2	2	1	1	1	1	1	1	1	1	7
affordable prefab homes		4	9	10	10	10	10	7	5	3	1	1	1	2	4	1	3	3	3	4	4	2	4	3	2	2	3	2	2	2	2	2	4	3	3	1	3	1	1	5
back yard granny flats		15	4	5	8	8	8	14	18	10	10	13	12	8	13	14	18	22	26	20	19	18	18	15	13	18	9	11	8	8	8	7	8	8	24	86	31	16	11	27
backyard granny flat designs		22	11	26	21	17	30	12	18	15	33	17	4	5	5	4	24	46	53	64	63	30	62	55	51	55	56	60	87	75	74	65	68	77	-	60	49	40	22	30
best granny flat designs		38	20	41	22	24	26	18	18	23	25	25	28	52	66	-	93	-	-	-	-	84	-	-	-	-	-	86	-	-	-	-	-	-	-	-	40	57	25	30
bungalow granny flat		1	2	2	1	1	1	1	1	1	3	2	2	2	2	4	5	4	3	2	2	2	2	2	4	3	2	2	2	2	2	2	2	3	3	3	3	3	2	2
cheap granny flat for sale		6	3	3	2	2	3	4	2	3	3	3	3	3	4	2	2	3	2	3	3	2	2	2	2	1	4	2	1	1	1	3	6	4	7	9	8	8	10	4
cheap portable granny flats		24	12	9	7	8	7	17	17	14	17	15	15	15	20	18	11	12	10	25	27	22	19	14	14	9	8	9	8	6	6	8	11	14	15	11	12	9	10	18
colorbond granny flat		14	11	4	13	28	11	11	10	10	39	39	33	34	10	19	14	12	17	17	16	13	18	41	26	67	85	60	49	46	47	47	49	14	28	13	26	9	14	23
cost of granny flat		23	32	25	36	15	16	21	23	34	45	26	35	37	42	48	53	46	40	45	48	32	41	47	42	44	50	4	3	4	3	5	4	3	6	2	3	7	3	3
custom built granny flat		10	5	6	7	8	5	10	10	9	8	6	6	6	9	7	5	6	9	4	4	2	4	10	10	13	10	8	9	10	9	10	11	12	14	5	8	6	4	4
designs for granny flats		91	-	-	48	67	50	77	72	55	56	69	30	27	86	89	92	-	-	-	-	14	49	74	36	-	-	97	-	-	-	-	-	-	-	-	78	54	21	35
display granny flats		26	9	6	24	12	6	30	11	10	11	12	10	13	12	14	40	8	8	32	32	23	26	23	23	17	16	12	17	17	15	26	27	25	31	28	25	27	25	13
granny flat floor plans 1 bedroom		10	7	10	10	9	9	8	8	8	9	9	10	12	12	18	-	22	92	-	85	24	62	54	18	18	9	6	4	6	7	7	5	8	10	11	4	4	4	15
granny flat floor plans 2 bedroom		24	22	28	21	20	21	23	19	19	21	20	19	23	18	26	25	14	27	32	30	25	30	27	27	25	27	27	30	10	58	11	8	9	14	6	6	3	8	8
granny flat modern		19	23	16	16	17	56	47	15	41	40	62	51	54	61	18	69	13	15	15	80	12	17	27	25	65	70	74	-	-	-	-	-	77	-	-	-	-	31	62
granny flat modular		7	11	4	7	6	6	7	6	4	5	6	6	3	6	3	2	2	2	2	2	2	2	2	2	1	2	2	2	6	8	11	10	9	11	7	7	10	8	2
granny flat prefabricated		2	2	3	3	3	3	3	3	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	1	1	1	2	2	3	3	3	6	6	7	6	4	6	5	1
granny flat relocatable		16	9	4	5	10	9	10	12	12	12	16	15	15	13	21	9	11	7	6	6	6	5	7	5	3	5	4	3	3	3	2	3	6	5	5	9	4	3	3
granny flat studio		-	-	91	-	-	-	-	97	-	89	94	-	-	-	-	-	-	-	-	-	-	-	-	43	-	-	96	-	-	-	-	63	-	-	38	68	74	49	40
granny flat transportable		25	41	11	13	11	9	22	25	14	19	19	22	16	27	21	11	12	12	24	26	17	26	14	12	8	7	7	3	7	7	9	9	15	11	10	9	12	10	29
granny flats for sale		8	6	6	5	6	7	18	6	5	5	6	6	6	7	5	5	4	2	4	4	4	4	3	4	4	5	3	3	4	5	8	6	8	10	11	10	11	12	10
