		2021-11-18	2021-12-06	2022-01-21	2022-02-09	2022-04-08	2022-05-17	2022-06-15	2022-06-20	2022-07-15	2022-08-17	2022-09-16	2022-10-05	2022-10-20	2022-11-17	2022-12-05	2023-01-19	2023-02-16	2023-03-06	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-09	2023-11-01	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
payday loans Albury		2	2	2	6	2	3	3	5	2	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
payday loans Port Macquarie		3	3	3	3	3	3	2	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
payday loans Lismore		3	4	3	2	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
payday loans Newcastle		-	89	24	2	1	2	1	1	1	1	1	3	2	1	1	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
payday loans Taree		4	4	4	2	4	3	2	1	2	2	3	1	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
payday loans Dubbo		2	3	3	7	2	1	2	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
payday loans Bathurst		2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
payday loans Berkeley		5	71	47	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
payday loans Cleveland		6	-	2	2	2	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans Gosford		3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans Wollongong		3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans Tweed Heads		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans Blacktown		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans Penrith		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans Wagga Wagga		20	16	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans Albury		2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans Port Macquarie		2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
centrelink loans Lismore		2	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans Newcastle		3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	1	1	1
centrelink loans Taree		2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans Dubbo		2	2	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans Bathurst		2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans Berkeley		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans Cleveland		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
cash loans sydney		-	-	-	-	2	3	1	1	2	1	3	2	1	4	3	8	7	7	8	11	12	9	-	16	12	9	7	10	9	6	7	7	4	4	4	8	6	7
cash loans gold coast		-	-	-	-	-	44	31	27	30	26	7	7	7	7	7	7	5	5	4	4	4	4	4	4	4	3	3	3	3	3	2	2	2	1	2	1	1	2
cash loans melbourne		-	-	-	-	-	48	23	11	11	11	11	10	8	8	5	9	7	6	9	7	6	6	4	3	4	5	4	8	4	5	5	6	4	4	5	5	5	5
cash loans adelaide		-	-	-	-	-	54	32	31	15	11	6	6	5	7	3	9	6	6	6	5	4	6	5	3	3	5	4	3	3	4	4	2	1	1	4	5	4	5
cash loans hobart		-	-	-	-	-	9	9	10	6	7	6	5	5	4	3	5	4	4	4	3	4	4	3	1	-	3	2	2	3	1	1	1	1	1	1	2	1	1
cash loans perth		-	-	-	-	45	38	22	17	13	11	5	5	5	2	1	6	4	3	5	5	5	5	6	5	3	6	5	5	5	5	4	4	5	6	8	8	7	9
payday loans gold coast		-	-	-	-	89	18	11	13	15	26	6	5	5	4	3	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
payday loans melbourne		-	-	-	-	-	45	15	13	14	11	5	4	4	3	1	4	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1
payday loans adelaide		-	-	-	-	-	53	12	25	10	6	9	6	5	5	1	7	3	5	3	1	1	2	1	1	1	1	2	2	2	1	2	1	1	1	2	2	2	2
payday loans hobart		-	-	-	-	-	7	16	17	6	4	4	2	4	3	2	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
payday loans perth		-	-	-	-	72	36	24	21	8	3	2	3	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2
cash loans ipswich		-	-	-	-	-	4	3	3	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
cash loans townsville		-	-	-	-	-	8	7	7	4	1	3	1	2	-	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
cash loans cairns		-	-	-	-	-	8	4	5	3	3	2	2	2	2	2	3	2	2	3	2	2	1	1	1	1	3	1	2	2	2	1	1	1	1	1	1	1	1
cash loans tamworth		-	-	-	-	62	4	3	3	2	2	3	2	3	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
cash loans caboolture		-	-	-	-	-	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
cash loans frankston		-	-	-	-	-	6	5	6	3	3	3	3	3	3	3	3	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1
cash loans geelong		-	-	-	-	-	20	7	6	6	6	6	6	6	5	5	5	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	1	1	3	3	3	2
payday loans ipswich		-	-	-	-	-	40	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
payday loans townsville		-	-	-	-	-	8	5	5	4	4	4	3	2	4	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
payday loans cairns		-	-	-	-	-	6	5	5	3	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
payday loans tamworth		-	-	-	-	-	3	3	3	3	3	3	3	3	3	3	3	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
payday loans caboolture		-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
payday loans frankston		-	-	-	-	-	32	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
payday loans geelong		-	-	-	-	-	10	8	7	3	4	4	2	2	3	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans ipswich		-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans townsville		-	-	-	-	-	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans cairns		-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans tamworth		-	-	-	-	-	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans caboolture		-	-	-	-	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans frankston		-	-	-	-	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
centrelink loans geelong		-	-	-	-	-	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
payday loans sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	17	19	18	9	7	8	6	6	3	6	5	2	2	2	2	2	2	3	3	3
centrelink loans sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	3	2	2	2	2	2	3	2	4	4	4	5	5	6	2	2	2	3	2	4
cash loans wollongong		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	3	3	1	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2
cash loans tweed heads		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
cash loans gosford		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1
cash loans		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	36	31	32	29	36	29	22	8	6	5	17	4	8
