		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-03-26	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-17	2024-10-18	2024-11-14
split system service box hill		2	2	2	3	2	2	2	3	3	4	3	3	2	2	2	2	2	2	2	2	2	3	3	3	4	6	4	4	5	8	6	4	5	3	4	3	6	7
split system service brighton		1	3	2	2	2	3	2	3	7	7	5	7	6	6	6	7	8	13	9	6	4	9	11	7	12	15	-	-	9	9	7	8	10	5	6	8	-	8
split system service brunswick		8	9	5	6	5	2	3	4	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	5	8	8	7	5	5	5	6	5
split system service camberwell		3	3	3	3	4	5	3	3	4	2	4	4	4	4	3	2	2	4	3	5	4	3	3	4	4	8	7	7	8	7	12	13	10	9	7	10	11	7
split system service caulfield		3	3	3	3	3	4	2	4	5	3	4	5	2	2	1	1	2	7	5	8	6	7	7	3	3	6	5	4	5	5	5	3	1	2	2	5	5	5
split system service frankston		6	5	3	3	2	2	2	2	2	2	2	3	2	3	3	2	2	2	3	2	2	2	1	2	1	3	2	2	2	3	2	3	2	2	2	2	2	2
split system service kew		1	1	3	1	1	1	1	1	2	3	8	8	11	8	1	1	7	9	9	9	6	3	5	4	8	7	7	52	49	54	8	6	7	4	4	5	8	6
split system service malvern east		1	2	2	2	2	2	2	3	4	4	3	4	4	2	3	3	4	4	3	3	3	3	3	3	5	4	4	4	4	4	4	4	4	3	4	4	4	5
split system service port melbourne		1	3	3	4	3	3	3	3	5	4	3	3	3	3	5	2	2	3	3	3	3	2	3	3	3	3	5	6	6	6	6	6	6	6	6	6	7	7
split system service prahran		1	2	2	1	2	2	2	3	3	2	2	2	2	2	3	3	3	4	4	3	2	4	3	3	4	6	6	6	6	6	6	6	5	4	4	4	4	5
split system service richmond		1	1	3	2	2	2	1	2	2	2	3	3	3	3	3	3	3	6	3	4	3	4	4	4	4	4	4	4	5	5	8	5	4	4	4	4	4	4
split system service south melbourne		2	2	2	2	2	2	2	4	4	7	5	5	5	5	5	4	4	2	6	4	3	2	3	3	4	4	7	6	6	3	3	5	3	3	3	4	4	4
split system service south yarra		1	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	4	5	4	2	2	3	3	4	5	2	2	2	2	2	2	2	3	4	4	2	4
split system service st kilda		1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	1	2	4	3	3	4	5	6	4	5	4	4	4	5	4	4	3	6
split system service toorak		4	4	2	9	2	3	7	10	11	6	7	6	25	24	11	7	6	5	7	4	5	5	5	7	7	7	31	6	6	6	11	8	8	9	7	9	9	5
air conditioner maintenance		1	3	4	3	2	4	2	9	9	9	10	9	3	5	9	2	1	3	4	3	6	5	3	3	4	3	2	4	4	8	6	6	3	5	6	1	1	4
air conditioning repair		3	3	3	3	4	11	4	5	5	3	5	7	5	9	11	1	5	5	8	18	7	7	5	7	7	8	20	19	13	15	16	6	16	3	13	5	-	5
air conditioning service		4	4	5	3	5	4	5	4	7	8	8	6	6	5	12	1	3	3	3	5	3	3	5	4	3	2	3	6	6	6	6	3	3	6	10	1	1	6
commercial air conditioning maintenance		9	8	4	7	5	2	3	4	7	5	7	6	6	4	3	6	4	10	23	18	16	14	16	16	15	18	18	22	24	57	59	59	53	31	-	-	63	48
commercial air conditioning repair		8	7	8	8	7	1	3	6	5	5	7	7	8	6	4	4	1	12	18	17	33	33	31	34	42	41	22	-	44	-	-	-	-	51	-	-	-	-
commercial air conditioning service		8	8	7	7	6	4	2	2	4	3	3	5	4	5	4	3	3	10	20	18	19	35	31	34	14	16	24	22	23	30	46	59	44	42	82	-	-	42
ducted heating repairs		30	49	42	41	33	29	32	61	35	28	51	53	31	36	27	32	23	17	16	20	21	23	29	30	22	23	27	27	24	26	25	30	36	33	38	58	52	54
ducted heating service		49	54	58	49	47	38	43	47	38	56	43	58	61	37	34	40	37	27	25	29	30	27	38	33	30	38	37	38	39	54	49	71	56	40	57	34	92	49
gas ducted heating service		50	50	46	47	44	36	39	52	43	38	35	35	40	41	33	36	32	16	18	26	29	12	35	33	24	42	29	27	37	41	24	43	36	89	73	72	80	64
heating and cooling services		51	21	4	5	4	3	26	25	28	23	27	-	63	-	20	20	26	59	-	-	-	-	-	-	-	-	-	-	90	-	-	-	-	-	-	-	-	-
reverse cycle air conditioner service		4	6	6	7	3	14	3	10	8	9	8	9	7	7	8	12	9	10	9	7	5	5	8	13	20	4	21	13	24	26	38	28	17	21	12	22	5	13
split system repairs		8	8	11	6	5	4	4	4	9	9	7	5	8	12	10	2	10	6	7	6	7	2	3	6	5	2	4	6	8	12	14	12	13	13	11	33	27	14
split system service		13	12	18	12	15	8	8	17	11	12	15	15	10	14	10	14	10	7	13	14	14	22	4	15	8	6	7	18	16	14	14	25	28	10	13	3	32	40
air conditioning repair cheltenham		6	3	3	4	4	4	30	2	4	4	4	4	4	5	3	3	2	2	2	3	2	3	4	4	4	3	4	4	4	4	4	4	7	8	9	8	-	8
air conditioning repair dandenong		12	-	-	10	10	9	8	11	5	5	5	5	4	3	3	3	3	4	3	4	2	2	2	2	2	3	4	4	5	5	5	5	5	5	6	6	6	11
air conditioning repair glen waverley		10	10	10	-	12	10	6	7	9	5	7	8	7	8	4	5	7	7	8	6	7	5	4	3	4	5	4	4	4	4	4	5	4	4	3	3	3	4
air conditioning service cheltenham		5	3	4	4	5	4	4	3	4	4	3	4	4	4	2	53	2	2	2	3	2	2	2	2	3	2	2	3	4	4	4	4	7	8	8	13	-	30
air conditioning service dandenong		13	-	-	15	8	9	8	14	6	6	6	6	6	4	4	4	5	4	3	6	2	2	2	3	3	1	1	4	7	6	6	7	6	5	6	7	7	14
air conditioning service glen waverley		12	11	13	-	15	12	8	14	9	5	6	7	8	7	6	5	6	6	7	6	4	7	6	3	3	6	5	5	5	5	5	6	4	4	4	5	4	4
ducted heating repairs cheltenham		15	20	25	26	20	18	17	14	13	11	23	22	17	16	9	10	11	16	11	18	12	32	16	16	-	17	19	14	23	21	24	23	18	21	23	51	49	75
ducted heating repairs dandenong		18	-	-	23	19	18	17	20	17	12	18	19	12	14	12	11	14	21	15	10	8	15	16	15	8	8	8	7	10	8	8	8	9	12	14	18	14	14
ducted heating repairs glen waverley		15	14	12	-	16	12	13	13	12	8	12	9	11	10	10	8	15	15	17	16	11	11	13	11	10	11	11	16	10	10	12	12	13	17	11	11	12	10
gas ducted heating service cheltenham		21	26	32	27	21	14	16	27	21	19	28	29	29	26	20	25	27	25	-	42	-	44	42	-	47	48	52	59	57	-	-	-	48	59	53	62	72	-
gas ducted heating service dandenong		19	-	-	28	25	27	27	26	19	15	27	24	23	24	23	18	31	14	22	14	9	19	16	16	17	10	12	11	15	17	14	14	16	19	16	20	16	27
gas ducted heating service glen waverley		16	18	19	-	20	18	18	21	18	15	14	14	25	17	14	13	19	22	24	20	16	17	15	17	18	19	18	19	18	18	18	22	21	20	23	21	18	16
heating and cooling repair cheltenham		15	10	14	13	10	11	12	8	8	8	11	10	8	8	5	58	4	4	4	6	3	3	6	5	6	7	6	5	7	6	6	6	11	15	13	9	9	32
heating and cooling repair dandenong		13	-	50	11	9	8	9	15	4	7	5	5	5	3	4	4	6	5	5	6	4	3	2	2	2	2	1	1	3	7	3	6	6	1	6	6	7	8
heating and cooling repair glen waverley		10	9	6	-	7	7	6	6	6	5	5	7	6	6	3	3	5	5	4	6	4	7	5	6	5	6	5	5	6	6	6	7	5	4	3	3	4	3
heating and cooling service cheltenham		14	7	12	10	7	9	9	7	8	8	8	9	6	7	6	4	4	3	4	7	5	4	5	4	6	6	6	7	9	9	9	10	14	15	18	17	12	12
heating and cooling service dandenong		18	-	-	16	13	11	13	12	9	8	9	9	7	6	7	7	7	7	7	7	4	4	3	3	3	3	3	1	8	8	8	9	8	7	8	7	11	11
heating and cooling service glen waverley		13	10	11	-	14	13	7	9	9	6	6	-	6	7	7	8	9	8	9	9	9	7	11	8	6	8	7	7	7	8	8	11	10	10	7	7	8	3
split system repairs cheltenham		3	3	6	4	3	3	3	3	5	3	5	6	5	5	4	4	3	2	3	4	3	4	5	7	10	9	6	8	13	13	14	14	13	18	15	18	13	8
split system repairs dandenong		11	-	17	8	9	9	9	10	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	7	5	4	5	4	4	4	4	6	8
split system repairs glen waverley		9	10	4	-	8	8	5	7	5	3	2	5	4	3	4	3	2	3	2	3	2	3	2	3	2	3	4	3	3	3	3	4	3	2	1	1	5	4
split system service cheltenham		2	2	2	3	3	4	4	2	5	5	4	5	-	3	3	2	2	2	2	4	3	5	7	5	5	3	3	3	5	7	6	7	8	15	16	13	6	6
split system service dandenong		11	-	-	8	7	11	9	12	6	4	4	3	4	2	2	2	4	2	2	3	2	3	2	2	2	2	2	2	6	5	5	5	3	3	3	4	4	8
split system service glen waverley		9	10	11	-	7	8	7	10	8	3	3	7	3	4	3	2	2	4	5	5	3	4	4	5	5	6	5	4	6	6	6	7	6	4	3	3	4	3
