		2021-11-18	2021-12-09	2022-01-20	2022-02-18	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-12	2023-06-27	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
water tanks whittlesea		-	25	23	20	25	18	22	21	15	15	17	16	14	15	11	14	13	14	12	15	15	14	13	12	16	13	21	17	20	18	-	24	32	21	27	28	27	28
carports avenel		-	-	-	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20	1	1	1	1	1	1	1	1	1	1	1	1
patios avenel		-	-	-	-	3	2	3	4	3	4	4	4	5	4	3	2	4	5	5	4	-	-	-	2	1	-	1	1	1	1	1	1	1	1	1	1	1	2
water tanks avenel		-	-	-	-	3	2	2	-	-	7	9	10	8	4	4	5	6	4	4	4	4	2	3	-	3	2	2	2	3	27	30	2	2	3	4	6	3	6
garages avenel		-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
shed avenel		-	-	-	68	2	3	3	3	3	1	57	1	1	1	1	1	1	1	1	-	-	1	-	1	1	1	1	1	7	1	1	1	1	1	1	2	2	1
barns beveridge		-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
carports beveridge		-	-	-	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
patios beveridge		-	-	-	-	-	-	-	-	7	8	5	4	5	5	6	5	5	4	4	4	4	4	5	3	1	1	1	1	2	2	2	1	1	2	2	2	3	2
water tanks beveridge		-	-	-	13	21	16	12	8	31	19	19	23	15	12	10	10	11	10	8	11	8	5	10	12	8	10	8	30	7	8	9	8	12	17	12	17	17	21
barns mickleham		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	63	1	29	1	1	1	1	1	1	1	1
garages mickleham		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	76	-	-	-	-	95	1	1	1	1	1	1	1	1	1	2
sheds mickleham		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	30	29	29	1	1	1	1	2	1	2
carports mickleham		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	29	2	8	6	1	1	1	1	1	1	1
patios mickleham		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	5	6	3	3	30	6	30	13	16
water tanks mickleham		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	88	14	17	13	11	13	17	15	23	22	18
